label	Xc1.A	Xc1.R	Xc1.N	Xc1.D	Xc1.C	Xc1.Q	Xc1.E	Xc1.G	Xc1.H	Xc1.I	Xc1.L	Xc1.K	Xc1.M	Xc1.F	Xc1.P	Xc1.S	Xc1.T	Xc1.W	Xc1.Y	Xc1.V	Xc2.lambda1	Xc2.lambda2	Xc2.lambda3	Xc2.lambda4	Xc2.lambda5	Xc2.lambda6	Xc2.lambda7	Xc2.lambda8	Xc2.lambda9	Xc2.lambda10	Xc2.lambda11	Xc2.lambda12	Xc2.lambda13	Xc2.lambda14	Xc2.lambda15	Xc2.lambda16	Xc2.lambda17	Xc2.lambda18	Xc2.lambda19	Xc2.lambda20	Xc2.lambda21	Xc2.lambda22	Xc2.lambda23	Xc2.lambda24	Xc2.lambda25	Xc2.lambda26	Xc2.lambda27	Xc2.lambda28	Xc2.lambda29	Xc2.lambda30
1	0.972070571	0.243017643	0.972070571	0.972070571	0	0.486035286	0.972070571	0.486035286	0	0.243017643	1.7011235	1.7011235	0	0.243017643	0	0.486035286	0.729052929	0.243017643	0.972070571	0.729052929	0.027506666	0.025065919	0.024867745	0.028148212	0.024599338	0.024533011	0.02084667	0.029278034	0.021903668	0.028496837	0.026599674	0.025462919	0.029787993	0.023419582	0.027997667	0.025382914	0.028231155	0.024311241	0.026685571	0.02525802	0.019823705	0.029466453	0.024846902	0.027654478	0.021958055	0.017558135	0.024522373	0.021912037	0.025090182	0.025767202
1	0.912616558	0.912616558	0.456308279	0.456308279	0	0	0.912616558	0.684462419	0	1.140770698	1.140770698	0.912616558	0.22815414	0.684462419	0.456308279	0.684462419	0.456308279	0	0.684462419	0.684462419	0.024226301	0.029557699	0.028449829	0.03187909	0.021740581	0.022628004	0.024109568	0.021030602	0.02538904	0.023143102	0.023011648	0.024414214	0.025393207	0.027895795	0.027319129	0.019299796	0.020602394	0.024894256	0.024633029	0.030769909	0.028561853	0.024528888	0.029794987	0.021294075	0.027585639	0.028316334	0.021936661	0.03146354	0.027428817	0.030547872
1	0.572062754	0.572062754	1.716188263	0.286031377	0	1.144125509	0.286031377	0.572062754	0	1.430156886	3.146345149	0.858094132	0	0.286031377	0	2.288251018	0.286031377	0	0.572062754	0.286031377	0.025673183	0.021633518	0.024432972	0.027099066	0.024237201	0.022929054	0.020484936	0.020879713	0.020745849	0.027237237	0.025010526	0.0290334	0.029833783	0.017640748	0.03053628	0.019337127	0.025282608	0.024722045	0.024945924	0.022888772	0.024486044	0.023536939	0.022371584	0.02543306	0.020201653	0.02245476	0.025480434	0.015462406	0.030001818	0.019955981
1	0.473417463	1.183543659	0.236708732	0.236708732	0	1.183543659	1.183543659	0.946834927	0	0.236708732	1.183543659	0.236708732	0.946834927	0.236708732	0.473417463	0.710126195	0.710126195	0.236708732	0.473417463	0.946834927	0.022464238	0.02720106	0.027610279	0.023855024	0.02727574	0.030156661	0.025732122	0.016269607	0.025191132	0.026565475	0.023062378	0.022870537	0.021481188	0.027963115	0.022264206	0.018971687	0.026054084	0.028573069	0.028006353	0.024810027	0.02280183	0.02505344	0.02377768	0.022240395	0.024483205	0.028536699	0.034223473	0.030872377	0.025036459	0.029887729
1	1.844448049	0	0.922224024	1.537040041	0	0.307408008	2.151856057	0.614816016	0	0	1.229632033	0.922224024	0	0.307408008	1.229632033	1.844448049	0.922224024	0.307408008	0	1.229632033	0.025918077	0.023202247	0.020630101	0.026037447	0.025773643	0.019518708	0.021489599	0.030551909	0.017529858	0.02691236	0.023083068	0.018957271	0.023467995	0.022798348	0.022888241	0.024117897	0.026877647	0.015337228	0.023036817	0.022018271	0.020770475	0.022162019	0.025882846	0.019736354	0.018277437	0.028696041	0.016607564	0.028041099	0.025399815	0.026871614
1	0.831254003	1.454694505	0.207813501	0.207813501	0	0.415627001	1.454694505	0.831254003	0.207813501	0.831254003	0.415627001	0.415627001	0.207813501	0	0.623440502	0.415627001	0.207813501	0.207813501	0.207813501	1.246881004	0.027058147	0.02873204	0.027814064	0.017698058	0.026635184	0.027874753	0.026172298	0.027793034	0.027692005	0.027773535	0.025920159	0.031669785	0.029241967	0.02948062	0.021060603	0.027439752	0.030184183	0.026189336	0.020223756	0.020446375	0.02740959	0.023499725	0.02647123	0.032433377	0.02408093	0.024526656	0.026083292	0.035136971	0.023622549	0.021822525
1	1.507914798	0.753957399	0.251319133	1.005276532	0	0	1.256595665	1.005276532	0	0.251319133	1.005276532	0.753957399	0	0.251319133	1.256595665	2.010553064	0	0.251319133	0.251319133	0.753957399	0.027068104	0.021819822	0.023099164	0.023217755	0.028948725	0.022889567	0.025058294	0.023234966	0.024668638	0.020479628	0.026979278	0.026038461	0.022147924	0.022810362	0.024758858	0.022039907	0.022196203	0.025853871	0.026160359	0.026047906	0.021860854	0.024789893	0.024785554	0.018236196	0.03012876	0.025624714	0.026030952	0.032678062	0.031069381	0.027958706
1	1.789603446	0.766972905	0.255657635	1.533945811	0	0.51131527	0	0.51131527	0.255657635	0.51131527	2.045261081	0.255657635	0.51131527	0.51131527	0	0.255657635	1.02263054	0	0.51131527	1.533945811	0.024650891	0.028368657	0.024491284	0.02819261	0.028123559	0.02110109	0.021523081	0.023931622	0.026143813	0.023351982	0.022606877	0.029641427	0.019532878	0.026473709	0.02611159	0.02399137	0.02801737	0.023029329	0.019726478	0.022665136	0.01790055	0.02525473	0.028461864	0.022706869	0.03114783	0.023860731	0.020864302	0.031173156	0.027065453	0.024232127
1	0.728326278	0.971101704	0.485550852	0.728326278	0	0.485550852	0.971101704	0.485550852	0.242775426	0.242775426	0.971101704	0.728326278	0.971101704	0.485550852	0.728326278	0.485550852	0.485550852	0	0.728326278	1.21387713	0.025344559	0.026789022	0.027616298	0.020062309	0.023247074	0.026168024	0.023956669	0.02026946	0.028427158	0.027527192	0.023619231	0.023685586	0.024496389	0.025225059	0.025050466	0.022103228	0.025992325	0.025796474	0.025546588	0.021559753	0.021256964	0.018681967	0.029869328	0.030035167	0.027346938	0.02694386	0.022539729	0.029542429	0.031484394	0.027040933
1	1.720289055	0.860144528	0.860144528	0.286714843	0	0.573429685	1.14685937	1.14685937	0	0.286714843	2.29371874	0.286714843	0.860144528	0	1.433574213	0.860144528	0.860144528	0	0.286714843	0.573429685	0.025530051	0.029091903	0.022801113	0.0247559	0.022865341	0.025592284	0.021535066	0.018857002	0.026006839	0.025939866	0.027668675	0.020159895	0.022729505	0.026545231	0.019464903	0.021794595	0.025624925	0.02954077	0.027192103	0.015175354	0.027801046	0.02808825	0.02018355	0.023776259	0.022374201	0.027299659	0.025555963	0.016611752	0.023083111	0.019640046
1	0.456600213	1.141500533	0.228300107	0.68490032	0	0.68490032	0.913200426	0.68490032	0.228300107	0.68490032	1.826400852	0	0.456600213	0.456600213	0.913200426	0.456600213	0.68490032	0.456600213	0.228300107	0.228300107	0.028530034	0.02564417	0.027440221	0.021524651	0.030546363	0.0252553	0.024116759	0.019438373	0.026961047	0.022762517	0.027667381	0.023191641	0.030947466	0.024230477	0.02639646	0.023872579	0.029918423	0.021870819	0.025360425	0.020347027	0.031181943	0.025587338	0.034999999	0.024215415	0.023241615	0.024844261	0.028479537	0.018283253	0.027394338	0.027450063
1	1.027510249	1.027510249	0.256877562	0.770632687	0	0	0.513755125	1.798142937	0.513755125	0.770632687	1.541265374	0.256877562	0.513755125	0	0.770632687	0.770632687	0.770632687	0	0.513755125	1.027510249	0.02175178	0.025963625	0.027439053	0.025592791	0.024061574	0.023196658	0.02325268	0.023882478	0.028805753	0.02648051	0.026518022	0.026238135	0.02008052	0.023293404	0.024635181	0.023841406	0.027874414	0.027334945	0.027309481	0.023395431	0.01978289	0.024084248	0.030180402	0.02812845	0.0306916	0.021364512	0.017231922	0.023121246	0.025275486	0.022313844
1	1.388170149	0.832902089	0	0.832902089	0	0	1.110536119	0.832902089	0.555268059	1.110536119	1.943438208	0.27763403	0.832902089	0	0.832902089	1.388170149	1.388170149	0	0.27763403	0.27763403	0.020631765	0.027699366	0.024752673	0.01883164	0.021750661	0.025747877	0.021957427	0.019743365	0.025086385	0.024094626	0.020162728	0.021037165	0.022580558	0.025327331	0.026122369	0.023606524	0.024766521	0.023061807	0.025635825	0.025346932	0.02960907	0.02458782	0.021531777	0.024063799	0.026834931	0.025941278	0.024442667	0.027778126	0.024379198	0.025253759
1	2.184762952	1.213757196	0.485502878	0.485502878	0	1.699260074	0.485502878	0.242751439	0	0.242751439	2.184762952	0.242751439	0.485502878	0	0.242751439	0.971005756	0.242751439	0	0.485502878	0.242751439	0.024334715	0.02304684	0.027681514	0.032500903	0.024396723	0.024407641	0.024286079	0.026193365	0.021134346	0.027672895	0.025847854	0.027509471	0.02975105	0.024609109	0.026582297	0.028307017	0.023476678	0.026563369	0.026543165	0.025750113	0.025890657	0.027486957	0.016983211	0.026941338	0.026230884	0.027595562	0.030814601	0.018817773	0.017453201	0.018439234
1	1.821536968	0.260219567	1.040878267	1.040878267	0	1.301097834	0.7806587	0.260219567	0	0.260219567	2.081756534	1.040878267	0.260219567	0.260219567	0.260219567	0.520439134	0	0.260219567	0.7806587	0.7806587	0.026381122	0.023541167	0.025161247	0.027261997	0.024566344	0.024891218	0.020939578	0.023845655	0.022469514	0.026063999	0.02414211	0.026870561	0.02195788	0.025544028	0.021695332	0.023771826	0.024925628	0.023422667	0.028797716	0.02762298	0.025294249	0.023712689	0.02643351	0.017278116	0.025606497	0.021097553	0.024732852	0.028182098	0.026876074	0.026694225
1	1.070753773	0.80306533	0.267688443	0.535376887	0	0.80306533	1.070753773	1.338442217	0	1.070753773	1.60613066	0.267688443	0.535376887	0.267688443	0.80306533	0.80306533	1.070753773	0	0.267688443	0.80306533	0.022432865	0.026395376	0.024084061	0.022797783	0.024775077	0.023164268	0.022171304	0.022344899	0.028801397	0.023718678	0.02238829	0.022915418	0.025075607	0.026150308	0.024983504	0.023395972	0.026428556	0.025979167	0.027045455	0.018813639	0.021994088	0.02166304	0.02272185	0.027565903	0.028868194	0.029584952	0.024831492	0.022758794	0.025244854	0.023216766
1	1.165366167	0.932292933	0.233073233	0.6992197	0	0.466146467	1.165366167	0.6992197	0	0.466146467	0.466146467	0.6992197	0.466146467	0.466146467	0.466146467	0.932292933	0.6992197	0	0.932292933	0.6992197	0.024508789	0.031475914	0.028650853	0.019942785	0.026995618	0.025623245	0.024331405	0.022554405	0.030665674	0.027391279	0.028072382	0.022888428	0.027660311	0.025297762	0.02541551	0.024540209	0.027446655	0.026574818	0.023318593	0.023163196	0.026928044	0.021242953	0.021708298	0.029002133	0.028573544	0.022625815	0.019084488	0.031492565	0.028792672	0.020958422
1	0.937377014	1.171721267	0.234344253	0.468688507	0	0.468688507	0.70303276	0.468688507	0.234344253	0.937377014	0.937377014	0.468688507	0.468688507	0.937377014	0.70303276	0.234344253	1.406065521	0	0.70303276	0.234344253	0.022217611	0.027794894	0.022806767	0.019984379	0.02486887	0.025639139	0.024698709	0.021674931	0.024769213	0.026507228	0.022937434	0.02377691	0.02798292	0.028609943	0.02209574	0.021566193	0.027858346	0.02840249	0.022075856	0.024816278	0.028755909	0.026025715	0.023874403	0.027054235	0.025182927	0.023617244	0.03021343	0.030052151	0.027469103	0.032326779
1	0.210740161	1.475181127	0	0.632220483	0	0.632220483	0.842960644	1.264440966	0	0.210740161	0.842960644	0	0.632220483	0.632220483	0.421480322	0.632220483	0.421480322	0	0.632220483	1.053700805	0.02147514	0.027533223	0.026101658	0.022843088	0.027323151	0.027875817	0.02423249	0.021805377	0.022958174	0.022016186	0.027378327	0.024339028	0.027268458	0.028971402	0.026811795	0.025067624	0.02456844	0.024491851	0.024481503	0.024037439	0.025636018	0.022250794	0.027453364	0.033482745	0.034739363	0.033088669	0.024028254	0.029898452	0.030524543	0.026577466
1	0.774435712	0.774435712	0.258145237	1.03258095	0	0.258145237	1.807016662	0.774435712	0	0.774435712	1.807016662	0.258145237	0.516290475	0.258145237	0.774435712	0.516290475	1.03258095	0	0.258145237	1.03258095	0.021341075	0.030125682	0.024238691	0.018918076	0.02666314	0.030432198	0.02460807	0.018094295	0.023551976	0.026138504	0.02548238	0.021555657	0.025793469	0.028858718	0.027951136	0.023676987	0.021907566	0.024457387	0.023955642	0.021162829	0.024432487	0.024383731	0.0303344	0.023999421	0.021777594	0.023985254	0.032498167	0.031912814	0.017395759	0.022221658
1	0.250725632	0.752176897	0.250725632	0.752176897	0	0.752176897	1.00290253	0.250725632	0.501451265	1.504353794	1.00290253	1.00290253	0.250725632	1.00290253	0.501451265	0.752176897	1.253628162	0	0.250725632	0.501451265	0.020542548	0.024505392	0.02575554	0.024210055	0.024900959	0.029424248	0.021325676	0.025549813	0.02821253	0.02546699	0.024628476	0.027682335	0.03101928	0.030016438	0.025965258	0.025106997	0.025672513	0.024860785	0.024378993	0.017606987	0.020321835	0.022354106	0.030661303	0.027809708	0.02492816	0.024713957	0.016923442	0.023163754	0.025167291	0.026398999
1	0.739516326	0.739516326	0	0.739516326	0	0.493010884	1.23252721	0.986021768	0	1.23252721	1.479032652	0.493010884	0.246505442	0	0.493010884	0.493010884	0.986021768	0.246505442	0.246505442	1.479032652	0.027350767	0.024519937	0.025958006	0.022842593	0.023393203	0.02542047	0.022236926	0.02417945	0.027580519	0.02543353	0.021995976	0.026429882	0.02647348	0.025624666	0.021879931	0.025008439	0.033119865	0.020683952	0.025667402	0.019458604	0.021943265	0.024583093	0.023826359	0.024918399	0.022254651	0.027566058	0.029430044	0.025797751	0.032270886	0.025646453
1	0.745912007	0.994549342	0	0.994549342	0	0.248637336	0.745912007	0.745912007	0	0.497274671	0.994549342	0.248637336	0.497274671	1.243186678	0.745912007	1.243186678	1.491824014	0	0.248637336	0.745912007	0.028079985	0.025198279	0.024884593	0.020156711	0.027514129	0.027807466	0.028102812	0.019827731	0.021749092	0.028247833	0.022573719	0.021410485	0.027468696	0.026171855	0.027112658	0.025290368	0.02023161	0.026608681	0.020636395	0.024738736	0.021119319	0.02834011	0.021658106	0.028774078	0.020829498	0.028156343	0.026722628	0.02784483	0.025443802	0.028662117
1	1.037541822	0.778156367	0.518770911	0.259385456	0	0.778156367	1.556312733	0.259385456	0.259385456	0.518770911	2.075083644	0	0.518770911	0.259385456	0.518770911	0.259385456	1.037541822	0.259385456	1.037541822	1.037541822	0.025884368	0.027641917	0.022624372	0.025400857	0.027859669	0.023340964	0.027798874	0.021515861	0.020896241	0.028218958	0.022211694	0.024760691	0.025782817	0.026476787	0.02541435	0.020404385	0.022867625	0.027184169	0.019632656	0.022515775	0.024851059	0.026900767	0.026930028	0.025870712	0.020412396	0.027310246	0.02759534	0.027138221	0.020267706	0.024905038
1	0.933671067	1.167088834	0	0.933671067	0	0.233417767	1.167088834	0.933671067	0.466835534	0.233417767	1.633924368	0	0.233417767	0	1.167088834	0.933671067	0.233417767	0.233417767	0.233417767	0.933671067	0.026220613	0.029776852	0.025645691	0.024615955	0.028378118	0.02984548	0.024514367	0.022119704	0.030188315	0.030346308	0.024425	0.022254075	0.026935465	0.025717014	0.023955441	0.02331817	0.030305632	0.02641212	0.026080437	0.020641979	0.024891352	0.024305741	0.020163622	0.028042448	0.027337387	0.025645031	0.026739343	0.021681911	0.022141613	0.02393705
1	1.429958908	0.953305939	0	0.476652969	0	0.714979454	0.953305939	0.953305939	0.238326485	0.238326485	1.668285393	0.714979454	0.476652969	0.238326485	0.714979454	0.476652969	0.476652969	0.238326485	0.238326485	0.714979454	0.02678892	0.03049834	0.022355101	0.025123436	0.023770585	0.02916978	0.027854789	0.014001735	0.024593237	0.029751347	0.021408459	0.022138254	0.021771772	0.027083594	0.026167256	0.018143861	0.027934945	0.031316768	0.024163655	0.020908871	0.023264321	0.027017998	0.02695055	0.018983747	0.032377613	0.03290031	0.026587914	0.02742704	0.020404403	0.030814915
1	0.501405893	0.501405893	0.250702947	0.75210884	0.250702947	0.501405893	0.75210884	1.253514733	0.75210884	1.002811787	1.002811787	1.002811787	0.501405893	0.501405893	0.501405893	1.50421768	0.250702947	0	0.501405893	0.250702947	0.021840984	0.025452708	0.024371678	0.022316273	0.022700126	0.026039853	0.02436193	0.030934943	0.024235599	0.018791429	0.020627842	0.030644101	0.030586879	0.022493366	0.027128985	0.024195172	0.032255816	0.026631555	0.03042259	0.023910133	0.020069898	0.028793688	0.028528708	0.023161436	0.015661675	0.024870282	0.026649703	0.021304601	0.026589365	0.023725733
1	1.14658392	0.917267136	0.229316784	0.229316784	0	1.14658392	0.687950352	0.687950352	0.458633568	0.687950352	2.063851056	0.687950352	0	0.229316784	0.458633568	0.229316784	0.229316784	0.229316784	0.458633568	0.687950352	0.021878177	0.029657763	0.030208157	0.031672502	0.024242093	0.020780864	0.02728318	0.026692644	0.02311942	0.023233857	0.02552324	0.029874889	0.02926695	0.022503083	0.016461314	0.022071133	0.027170854	0.027632562	0.02970794	0.020719564	0.020326553	0.032852482	0.028372129	0.026323982	0.020446413	0.018146809	0.027827075	0.02999185	0.027940437	0.0287553
1	0.898203712	0	1.197604949	1.796407424	0	0.898203712	0.898203712	0.898203712	0	0.299401237	2.395209899	0.898203712	0.299401237	0	1.197604949	1.197604949	0.898203712	0.299401237	0.299401237	0.598802475	0.024894181	0.022904184	0.025614312	0.024308553	0.018673213	0.025327543	0.020208324	0.028243928	0.021208916	0.021440903	0.023609448	0.022162609	0.026467374	0.021695478	0.021692685	0.022974423	0.027156557	0.026963875	0.027211313	0.018355549	0.0169777	0.022938127	0.029244088	0.026149283	0.018617846	0.026782356	0.018574973	0.026322451	0.023228769	0.020649802
1	2.047591656	0.511897914	0.511897914	1.023795828	0	0.767846871	1.023795828	1.023795828	0	0.511897914	1.791642699	0	0.255948957	0	0.255948957	0.767846871	0.511897914	0.255948957	0.767846871	0.767846871	0.025591879	0.030472112	0.024731317	0.026947427	0.026053577	0.022620447	0.026759647	0.026133226	0.023604718	0.022156142	0.028227804	0.029255105	0.024079254	0.0215363	0.024756948	0.021753939	0.023411521	0.028020245	0.020853174	0.022828331	0.027315547	0.018965443	0.018726002	0.024726795	0.027478028	0.026496709	0.029109214	0.025394492	0.018483856	0.027561845
1	2.667973997	1.067189599	0.533594799	0.800392199	0	0.533594799	0	1.867581798	0.2667974	0.2667974	0.800392199	0.533594799	0.2667974	0	2.401176597	0.533594799	0.2667974	0.2667974	0	0.2667974	0.023291857	0.025611063	0.020564011	0.023357389	0.027802533	0.022139379	0.024714546	0.022134379	0.020939678	0.028786712	0.026771576	0.023380197	0.025901624	0.026132737	0.016622038	0.017472686	0.019683924	0.023839504	0.02357592	0.022124599	0.027881044	0.021008547	0.024610971	0.02257378	0.025005932	0.027518552	0.034357592	0.024856279	0.032931893	0.027611654
1	1.901272186	1.086441249	0.543220625	0.543220625	0	0	0.814830937	0.814830937	0.271610312	0.543220625	1.358051562	0.271610312	0.814830937	0.271610312	1.358051562	0.814830937	1.086441249	0	0.271610312	0.814830937	0.021637785	0.026262189	0.022270231	0.018061384	0.024236949	0.023721563	0.021095337	0.018978968	0.023266072	0.024465618	0.020775378	0.02295664	0.023832717	0.025009279	0.020298412	0.023147214	0.027543549	0.025392903	0.022639887	0.02384786	0.019614842	0.020106831	0.02814277	0.029235123	0.028965647	0.02891671	0.031542161	0.033032592	0.023562945	0.025830133
1	1.289935489	0.515974196	0.515974196	0.773961293	0	1.031948391	0.773961293	1.031948391	0	1.031948391	2.579870978	0.773961293	0	0.515974196	0.257987098	0.515974196	0.515974196	0	0.257987098	0.515974196	0.023444629	0.026053963	0.027199668	0.025113312	0.022736759	0.026975513	0.019160738	0.02678035	0.020324943	0.022668461	0.024744869	0.025765515	0.025330563	0.019969033	0.024996985	0.024963775	0.028335785	0.025961815	0.02487873	0.027695415	0.020467509	0.019488595	0.02002498	0.024549138	0.030225026	0.026833509	0.031609997	0.023012235	0.023965905	0.028735187
1	1.126556649	1.351867978	0	0.901245319	0	0.22531133	0.901245319	0.901245319	0	0.450622659	1.802490638	0.22531133	0.22531133	0	0.450622659	0.22531133	1.126556649	0	0.450622659	0.901245319	0.0216863	0.032125133	0.027418995	0.016738318	0.021052794	0.026443761	0.025081298	0.019834118	0.023297325	0.023265283	0.02188236	0.024966502	0.028199944	0.028068803	0.022745606	0.022372989	0.031901263	0.027458379	0.020849863	0.022003773	0.031585306	0.03123005	0.022072217	0.020407427	0.031665207	0.03181771	0.028642541	0.028500515	0.028761662	0.032613229
