label	hydrophobicity_PRAM900101.1.residue0	hydrophobicity_PRAM900101.1.residue25	hydrophobicity_PRAM900101.1.residue50	hydrophobicity_PRAM900101.1.residue75	hydrophobicity_PRAM900101.1.residue100	hydrophobicity_PRAM900101.2.residue0	hydrophobicity_PRAM900101.2.residue25	hydrophobicity_PRAM900101.2.residue50	hydrophobicity_PRAM900101.2.residue75	hydrophobicity_PRAM900101.2.residue100	hydrophobicity_PRAM900101.3.residue0	hydrophobicity_PRAM900101.3.residue25	hydrophobicity_PRAM900101.3.residue50	hydrophobicity_PRAM900101.3.residue75	hydrophobicity_PRAM900101.3.residue100	hydrophobicity_ARGP820101.1.residue0	hydrophobicity_ARGP820101.1.residue25	hydrophobicity_ARGP820101.1.residue50	hydrophobicity_ARGP820101.1.residue75	hydrophobicity_ARGP820101.1.residue100	hydrophobicity_ARGP820101.2.residue0	hydrophobicity_ARGP820101.2.residue25	hydrophobicity_ARGP820101.2.residue50	hydrophobicity_ARGP820101.2.residue75	hydrophobicity_ARGP820101.2.residue100	hydrophobicity_ARGP820101.3.residue0	hydrophobicity_ARGP820101.3.residue25	hydrophobicity_ARGP820101.3.residue50	hydrophobicity_ARGP820101.3.residue75	hydrophobicity_ARGP820101.3.residue100	hydrophobicity_ZIMJ680101.1.residue0	hydrophobicity_ZIMJ680101.1.residue25	hydrophobicity_ZIMJ680101.1.residue50	hydrophobicity_ZIMJ680101.1.residue75	hydrophobicity_ZIMJ680101.1.residue100	hydrophobicity_ZIMJ680101.2.residue0	hydrophobicity_ZIMJ680101.2.residue25	hydrophobicity_ZIMJ680101.2.residue50	hydrophobicity_ZIMJ680101.2.residue75	hydrophobicity_ZIMJ680101.2.residue100	hydrophobicity_ZIMJ680101.3.residue0	hydrophobicity_ZIMJ680101.3.residue25	hydrophobicity_ZIMJ680101.3.residue50	hydrophobicity_ZIMJ680101.3.residue75	hydrophobicity_ZIMJ680101.3.residue100	hydrophobicity_PONP930101.1.residue0	hydrophobicity_PONP930101.1.residue25	hydrophobicity_PONP930101.1.residue50	hydrophobicity_PONP930101.1.residue75	hydrophobicity_PONP930101.1.residue100	hydrophobicity_PONP930101.2.residue0	hydrophobicity_PONP930101.2.residue25	hydrophobicity_PONP930101.2.residue50	hydrophobicity_PONP930101.2.residue75	hydrophobicity_PONP930101.2.residue100	hydrophobicity_PONP930101.3.residue0	hydrophobicity_PONP930101.3.residue25	hydrophobicity_PONP930101.3.residue50	hydrophobicity_PONP930101.3.residue75	hydrophobicity_PONP930101.3.residue100	hydrophobicity_CASG920101.1.residue0	hydrophobicity_CASG920101.1.residue25	hydrophobicity_CASG920101.1.residue50	hydrophobicity_CASG920101.1.residue75	hydrophobicity_CASG920101.1.residue100	hydrophobicity_CASG920101.2.residue0	hydrophobicity_CASG920101.2.residue25	hydrophobicity_CASG920101.2.residue50	hydrophobicity_CASG920101.2.residue75	hydrophobicity_CASG920101.2.residue100	hydrophobicity_CASG920101.3.residue0	hydrophobicity_CASG920101.3.residue25	hydrophobicity_CASG920101.3.residue50	hydrophobicity_CASG920101.3.residue75	hydrophobicity_CASG920101.3.residue100	hydrophobicity_ENGD860101.1.residue0	hydrophobicity_ENGD860101.1.residue25	hydrophobicity_ENGD860101.1.residue50	hydrophobicity_ENGD860101.1.residue75	hydrophobicity_ENGD860101.1.residue100	hydrophobicity_ENGD860101.2.residue0	hydrophobicity_ENGD860101.2.residue25	hydrophobicity_ENGD860101.2.residue50	hydrophobicity_ENGD860101.2.residue75	hydrophobicity_ENGD860101.2.residue100	hydrophobicity_ENGD860101.3.residue0	hydrophobicity_ENGD860101.3.residue25	hydrophobicity_ENGD860101.3.residue50	hydrophobicity_ENGD860101.3.residue75	hydrophobicity_ENGD860101.3.residue100	hydrophobicity_FASG890101.1.residue0	hydrophobicity_FASG890101.1.residue25	hydrophobicity_FASG890101.1.residue50	hydrophobicity_FASG890101.1.residue75	hydrophobicity_FASG890101.1.residue100	hydrophobicity_FASG890101.2.residue0	hydrophobicity_FASG890101.2.residue25	hydrophobicity_FASG890101.2.residue50	hydrophobicity_FASG890101.2.residue75	hydrophobicity_FASG890101.2.residue100	hydrophobicity_FASG890101.3.residue0	hydrophobicity_FASG890101.3.residue25	hydrophobicity_FASG890101.3.residue50	hydrophobicity_FASG890101.3.residue75	hydrophobicity_FASG890101.3.residue100	normwaalsvolume.1.residue0	normwaalsvolume.1.residue25	normwaalsvolume.1.residue50	normwaalsvolume.1.residue75	normwaalsvolume.1.residue100	normwaalsvolume.2.residue0	normwaalsvolume.2.residue25	normwaalsvolume.2.residue50	normwaalsvolume.2.residue75	normwaalsvolume.2.residue100	normwaalsvolume.3.residue0	normwaalsvolume.3.residue25	normwaalsvolume.3.residue50	normwaalsvolume.3.residue75	normwaalsvolume.3.residue100	polarity.1.residue0	polarity.1.residue25	polarity.1.residue50	polarity.1.residue75	polarity.1.residue100	polarity.2.residue0	polarity.2.residue25	polarity.2.residue50	polarity.2.residue75	polarity.2.residue100	polarity.3.residue0	polarity.3.residue25	polarity.3.residue50	polarity.3.residue75	polarity.3.residue100	polarizability.1.residue0	polarizability.1.residue25	polarizability.1.residue50	polarizability.1.residue75	polarizability.1.residue100	polarizability.2.residue0	polarizability.2.residue25	polarizability.2.residue50	polarizability.2.residue75	polarizability.2.residue100	polarizability.3.residue0	polarizability.3.residue25	polarizability.3.residue50	polarizability.3.residue75	polarizability.3.residue100	charge.1.residue0	charge.1.residue25	charge.1.residue50	charge.1.residue75	charge.1.residue100	charge.2.residue0	charge.2.residue25	charge.2.residue50	charge.2.residue75	charge.2.residue100	charge.3.residue0	charge.3.residue25	charge.3.residue50	charge.3.residue75	charge.3.residue100	secondarystruct.1.residue0	secondarystruct.1.residue25	secondarystruct.1.residue50	secondarystruct.1.residue75	secondarystruct.1.residue100	secondarystruct.2.residue0	secondarystruct.2.residue25	secondarystruct.2.residue50	secondarystruct.2.residue75	secondarystruct.2.residue100	secondarystruct.3.residue0	secondarystruct.3.residue25	secondarystruct.3.residue50	secondarystruct.3.residue75	secondarystruct.3.residue100	solventaccess.1.residue0	solventaccess.1.residue25	solventaccess.1.residue50	solventaccess.1.residue75	solventaccess.1.residue100	solventaccess.2.residue0	solventaccess.2.residue25	solventaccess.2.residue50	solventaccess.2.residue75	solventaccess.2.residue100	solventaccess.3.residue0	solventaccess.3.residue25	solventaccess.3.residue50	solventaccess.3.residue75	solventaccess.3.residue100
2	2	26	60	78	100	4	16	32	50	92	12	38	46	76	90	2	16	54	68	96	6	30	48	60	100	8	20	40	74	90	2	22	54	76	96	48	48	60	98	100	8	20	38	46	90	2	22	54	82	100	4	16	36	58	84	8	20	44	72	90	2	22	56	74	100	8	30	38	46	90	12	12	72	76	88	2	24	58	74	100	4	18	42	76	92	12	20	40	46	90	2	28	64	86	100	4	14	24	54	84	8	30	40	50	90	2	16	34	56	92	14	28	48	72	96	6	12	60	78	100	8	20	44	72	90	4	18	34	56	92	2	26	60	78	100	2	10	32	56	92	14	28	48	72	96	6	12	60	78	100	6	26	60	78	100	4	22	42	68	92	2	2	64	86	96	6	30	50	78	100	8	10	42	72	88	2	14	34	62	92	4	30	44	68	90	2	26	60	78	100	8	10	24	42	92
2	6	30	48	74	100	2	16	42	72	98	10	22	44	66	88	6	28	50	78	100	2	16	54	70	96	4	22	40	60	88	6	28	48	78	100	2	2	54	70	92	4	22	40	60	88	4	14	38	68	100	2	36	52	80	96	10	22	44	66	88	4	28	50	78	100	2	18	36	70	92	40	40	40	44	62	2	14	48	74	100	12	20	42	72	98	10	22	44	66	88	6	14	38	68	100	4	42	56	78	98	2	18	40	66	92	4	16	36	68	98	8	24	50	70	100	2	40	48	82	96	10	22	44	66	88	4	20	42	72	98	2	14	48	84	100	6	16	36	72	98	4	22	50	66	100	2	40	48	82	96	46	46	48	58	96	2	24	44	70	100	6	6	8	74	94	2	22	38	76	100	10	28	44	66	98	4	12	52	68	86	10	24	52	70	88	6	30	48	74	100	2	12	34	68	98
2	4	32	58	76	100	2	20	46	60	96	6	10	36	66	92	2	22	42	74	100	8	44	56	68	94	6	10	30	50	92	2	26	48	74	100	56	56	56	66	80	6	10	30	50	92	4	26	42	74	100	2	12	48	68	94	6	14	36	56	92	2	26	58	78	100	10	24	48	60	92	6	6	6	6	36	4	28	52	74	100	2	18	44	60	96	6	10	36	66	92	4	28	54	76	100	2	2	20	74	90	6	14	46	56	92	2	18	46	62	96	4	28	42	72	100	6	8	50	68	94	6	14	36	56	92	2	18	44	60	96	4	32	58	76	100	2	18	46	62	96	4	28	42	72	100	6	8	50	68	94	8	8	68	78	94	2	22	46	66	100	4	4	32	72	82	4	28	46	70	100	6	20	36	52	90	2	18	62	76	96	2	12	44	60	92	4	32	58	76	100	20	22	50	66	96
2	8	26	50	72	98	10	44	64	74	100	2	14	30	62	94	8	32	56	76	100	2	26	52	72	98	4	10	28	48	94	4	32	56	76	100	2	12	42	72	84	6	16	30	48	94	8	20	42	70	92	34	46	68	88	100	2	14	30	58	94	8	32	56	76	100	2	22	44	66	90	4	4	16	28	94	8	26	44	72	98	4	28	54	68	100	2	14	36	62	94	8	38	56	72	98	10	18	54	76	100	2	16	36	62	94	10	34	60	68	100	2	18	40	70	92	4	26	44	78	98	2	14	30	58	94	10	34	64	74	100	8	26	50	72	98	20	38	60	68	100	2	14	40	70	92	4	26	44	78	98	26	26	50	72	98	2	22	48	74	100	8	8	38	60	92	8	30	48	72	98	2	6	28	58	94	10	20	60	76	100	2	16	46	68	100	8	26	50	72	98	10	10	54	64	78
2	8	24	52	72	100	2	26	48	76	98	6	18	36	64	88	8	26	52	82	100	2	22	54	68	94	4	6	36	46	80	8	28	58	82	100	2	18	32	56	88	4	6	36	46	80	8	26	52	82	100	2	30	60	72	94	4	18	36	64	88	8	30	56	82	100	2	10	20	42	88	6	6	44	66	80	2	16	50	70	100	14	28	60	78	98	6	18	36	64	88	8	30	54	84	100	26	26	58	76	98	2	10	32	60	88	12	26	58	78	98	8	18	36	66	100	2	30	46	70	94	4	18	36	64	88	14	28	60	78	98	2	24	52	72	100	12	26	58	78	98	8	18	36	66	100	2	30	46	70	94	30	34	56	70	94	2	20	44	66	98	8	8	24	84	100	2	16	42	70	100	4	22	44	64	98	12	28	50	78	96	6	18	42	66	88	8	24	52	72	100	2	26	46	62	98
2	4	24	54	74	98	2	22	42	82	100	6	12	34	56	76	4	32	60	82	100	6	18	46	68	94	2	8	30	50	72	4	24	54	80	100	6	6	34	68	92	2	8	30	50	72	2	24	48	74	98	10	22	54	82	100	6	12	34	56	76	2	24	54	80	100	6	16	34	62	92	12	12	44	50	72	2	24	54	78	98	16	22	46	82	100	6	12	34	56	76	4	24	54	74	98	2	22	42	82	100	6	16	38	62	92	2	18	40	66	100	4	26	50	76	98	10	20	54	68	94	6	12	34	56	76	2	22	42	82	100	4	24	58	78	98	14	18	42	82	100	2	24	48	74	98	10	20	54	68	94	10	20	54	68	94	2	22	44	78	100	14	14	48	60	84	4	24	52	74	98	6	12	36	50	76	2	14	42	82	100	6	22	44	66	100	4	24	54	74	98	2	2	36	40	92
2	2	26	42	76	98	4	24	58	70	100	8	20	46	72	88	2	24	48	70	98	18	40	58	78	100	8	16	28	68	88	2	20	52	76	100	34	40	44	60	86	8	14	28	68	88	2	26	48	68	98	18	24	58	82	100	8	20	46	72	88	2	24	48	70	98	14	28	54	78	100	8	8	20	46	72	2	26	42	68	98	4	20	48	70	100	8	22	46	72	88	2	18	42	66	98	10	24	38	68	94	8	22	50	74	100	4	24	58	76	100	2	26	46	64	98	8	18	34	82	92	8	20	46	72	88	4	24	58	70	100	2	26	42	76	98	4	12	52	76	100	2	26	46	68	98	8	18	34	82	92	18	18	34	42	92	2	22	48	70	100	6	26	52	76	98	2	22	42	84	100	8	40	54	74	94	4	10	38	66	96	8	22	46	70	100	2	26	42	76	98	4	12	66	80	94
2	4	34	56	74	96	8	18	36	60	100	2	12	38	64	98	18	34	48	68	96	2	4	20	72	90	10	16	38	66	100	6	34	50	74	96	2	2	4	8	72	10	16	38	84	100	4	32	46	72	96	6	8	52	70	90	2	16	38	66	100	4	30	48	72	96	2	10	28	86	100	12	24	54	64	84	4	20	50	74	100	18	30	40	54	92	2	12	38	66	98	4	34	48	74	96	14	14	32	52	92	2	16	54	80	100	14	26	40	52	92	2	34	56	76	98	4	12	54	70	100	2	16	38	66	100	14	26	36	52	92	4	34	56	74	96	18	30	40	52	92	2	28	50	76	98	4	12	54	70	100	4	4	20	72	90	2	26	52	76	100	34	34	34	42	44	4	20	56	80	98	2	22	38	66	100	14	18	40	52	78	2	12	52	66	98	4	34	56	74	96	8	18	32	58	100
2	4	40	56	84	100	12	24	46	76	96	2	8	30	54	72	10	28	44	66	98	2	22	58	84	100	8	16	26	60	78	4	28	52	80	100	2	2	22	36	84	8	16	30	60	78	10	26	44	70	98	4	22	58	82	100	2	8	30	54	72	4	24	48	70	100	2	22	46	74	96	20	20	20	60	64	4	22	52	80	100	12	28	48	76	96	2	8	36	54	72	4	14	50	80	100	12	24	34	62	78	2	22	54	74	96	12	28	56	78	96	2	10	38	64	98	4	6	22	58	100	2	8	30	54	72	12	26	48	76	96	4	22	52	80	100	12	32	56	80	96	2	16	38	64	98	4	6	22	58	100	4	4	50	58	100	2	24	42	68	98	10	10	56	80	92	4	22	58	84	100	2	20	36	60	66	12	16	42	56	92	2	20	48	74	96	4	40	56	84	100	14	16	26	42	78
2	4	16	56	80	100	6	30	42	72	98	2	20	44	68	92	4	14	42	64	100	8	40	58	78	96	2	18	26	72	98	4	24	46	70	100	8	40	48	58	82	2	18	32	72	98	4	14	46	72	100	28	34	60	74	96	2	20	44	68	92	4	30	56	80	100	8	28	48	70	92	2	2	12	22	54	4	36	56	80	100	6	24	34	60	94	2	18	44	68	92	4	16	50	84	100	6	6	66	72	98	2	22	40	60	92	4	14	34	70	98	2	22	50	68	100	12	24	62	84	96	2	20	44	68	92	6	28	42	72	98	4	16	50	80	100	4	14	30	42	94	2	26	52	72	100	12	24	62	84	96	62	62	80	84	96	2	24	46	72	100	4	4	16	36	64	10	32	60	80	100	2	8	24	52	82	4	14	36	72	98	2	22	44	68	92	4	16	56	80	100	6	6	40	72	98
2	10	28	48	72	98	6	36	58	86	100	2	16	30	56	96	12	36	52	78	98	2	10	34	70	96	4	18	44	60	100	6	32	50	78	98	2	10	34	68	96	4	18	44	60	100	10	24	48	72	100	6	32	50	80	92	2	18	34	70	96	10	32	52	80	100	2	8	46	70	96	16	16	18	20	44	10	32	58	80	100	6	12	40	64	94	2	18	30	56	96	10	28	48	68	92	36	36	86	94	100	2	16	34	60	96	6	36	42	64	100	2	22	54	72	98	10	18	44	68	92	2	18	34	70	96	6	12	52	86	100	10	28	48	72	98	6	36	42	64	94	2	22	54	74	100	10	18	44	68	92	10	10	32	68	92	2	26	54	76	100	14	14	14	38	42	4	24	50	66	92	2	18	34	76	96	12	38	52	86	100	2	16	34	64	96	10	28	48	72	98	12	40	58	84	100
2	2	30	50	72	98	14	42	60	86	100	4	10	28	56	96	2	30	50	78	98	4	12	52	74	96	6	18	32	58	100	2	26	50	78	98	4	8	36	66	96	6	20	46	58	100	2	26	44	72	100	24	34	62	80	92	4	18	36	70	96	2	34	54	80	100	4	8	48	74	96	10	18	22	32	70	2	34	52	78	100	14	18	42	64	94	4	10	32	58	96	2	26	44	66	92	64	64	88	94	100	4	18	36	60	96	14	24	40	64	100	2	10	44	72	98	12	22	52	66	92	4	18	36	70	96	14	24	54	86	100	2	30	50	68	98	14	24	40	64	94	2	10	50	74	100	12	22	52	66	92	12	12	52	66	92	2	22	50	76	100	16	16	38	40	72	2	24	52	68	92	4	18	36	74	96	14	26	42	86	100	4	18	32	64	96	2	30	50	72	98	14	42	54	84	100
2	20	24	32	48	100	2	18	60	84	98	8	22	40	64	96	2	12	54	84	100	6	32	60	72	98	8	18	38	64	96	2	20	52	82	100	28	28	42	70	74	8	18	40	66	96	2	18	36	68	100	4	28	58	86	98	8	22	40	64	96	2	20	52	80	100	6	28	60	74	98	14	14	26	46	64	18	24	36	66	100	2	12	58	84	98	8	34	42	70	96	2	20	32	52	100	4	18	58	80	92	6	26	46	72	98	2	18	58	80	98	8	24	42	72	100	14	22	28	44	64	8	22	40	64	96	2	12	60	84	98	20	24	32	48	100	2	12	58	86	98	8	24	46	72	100	14	22	28	44	64	32	32	32	44	52	2	22	56	78	100	24	24	24	30	48	6	24	40	76	100	14	22	46	64	74	2	12	54	80	92	4	22	56	76	98	20	24	32	48	100	2	10	36	66	84
2	4	26	52	74	100	6	20	42	58	98	2	14	40	64	90	4	20	46	72	100	6	28	50	70	98	2	10	32	62	90	4	28	48	72	100	8	14	60	70	82	2	10	32	62	90	4	18	44	70	100	6	30	50	86	98	2	14	40	64	90	4	26	52	74	100	2	14	40	78	98	24	24	24	34	62	4	26	52	74	100	6	20	42	58	98	2	14	40	64	90	4	20	48	70	100	42	42	68	92	96	2	14	36	64	98	4	18	42	58	98	2	26	54	78	100	16	24	52	70	88	2	14	40	64	90	6	20	42	58	98	4	26	52	74	100	4	18	42	58	98	2	26	54	78	100	16	24	52	70	88	16	30	52	70	88	2	22	46	74	98	4	12	38	56	100	2	28	52	78	100	8	14	34	60	80	4	18	44	72	96	2	24	42	68	98	4	26	52	74	100	18	18	22	46	82
2	8	34	54	78	100	2	22	38	68	94	10	18	50	70	96	2	20	40	74	100	4	38	58	70	96	10	14	46	66	90	2	22	48	68	100	34	42	64	72	96	10	14	32	50	90	8	28	48	78	100	2	4	38	58	94	10	18	50	70	96	2	24	48	76	100	4	38	50	64	84	10	14	46	70	96	8	34	54	80	100	2	16	38	62	94	10	14	46	70	96	8	28	54	74	98	2	22	40	76	100	4	18	50	68	96	2	22	48	74	98	10	20	46	52	100	14	18	54	72	92	10	18	50	70	96	2	22	38	68	94	8	34	54	78	100	2	16	38	62	98	10	32	50	78	100	14	18	54	72	92	34	34	42	54	92	2	22	46	70	100	8	8	60	80	98	4	34	50	68	92	10	16	44	66	96	2	24	52	80	100	2	14	46	66	96	8	34	54	78	100	12	26	40	76	90
2	2	10	24	46	94	16	30	64	74	96	6	32	54	80	100	2	18	34	62	96	6	38	58	82	98	12	14	50	72	100	2	20	48	70	96	6	24	46	68	98	14	14	32	72	100	2	18	34	62	92	52	56	66	88	96	6	30	50	68	100	2	20	44	70	96	6	30	58	74	100	12	12	54	68	82	2	18	36	62	94	12	28	54	74	96	6	32	50	68	100	2	16	36	56	94	20	22	52	70	96	6	32	58	80	100	16	38	66	78	96	2	8	32	60	100	10	24	42	56	94	6	30	50	68	100	16	34	66	78	96	2	10	24	46	94	16	28	52	74	96	2	14	38	72	100	10	24	42	56	94	10	10	40	56	94	2	26	52	76	100	4	4	4	44	62	2	14	42	66	100	6	30	58	70	98	16	22	48	72	96	6	38	60	80	100	2	10	24	46	94	16	28	42	72	90
2	8	20	58	74	98	2	18	46	66	100	14	26	34	54	96	2	24	52	68	92	10	16	32	84	100	6	22	42	54	94	2	20	56	70	100	14	16	28	78	98	6	22	42	54	94	2	22	48	68	98	10	18	62	76	100	6	26	42	72	96	2	24	56	74	98	6	18	32	72	100	16	16	50	54	94	6	20	56	72	98	2	18	48	66	100	14	26	34	54	96	4	12	48	74	98	2	24	52	66	92	6	18	42	72	100	2	20	48	66	100	8	30	44	68	96	6	14	46	76	98	6	26	42	72	96	2	22	48	66	100	8	20	58	74	98	2	20	52	66	100	8	26	44	70	96	6	14	46	76	98	10	10	62	78	98	2	22	46	70	100	20	20	38	58	82	8	14	34	76	100	2	24	50	72	96	4	22	48	66	92	16	30	50	90	100	8	20	58	74	98	2	14	36	60	88
2	4	12	44	68	98	2	20	40	70	100	8	36	60	76	96	6	24	50	70	98	4	10	32	52	90	2	20	48	74	100	4	24	46	70	98	10	10	32	52	90	2	20	48	74	100	2	22	50	70	98	4	4	4	26	44	8	30	60	88	100	2	22	46	68	98	18	26	74	90	100	8	8	38	48	62	2	18	44	68	100	14	24	40	66	92	8	36	60	76	96	4	16	44	68	92	2	22	54	64	98	8	26	48	76	100	2	24	54	70	92	6	28	50	76	98	4	10	30	52	100	8	30	60	88	100	2	16	40	66	92	4	12	44	68	98	14	24	54	70	92	2	28	50	74	98	4	10	30	52	100	4	4	32	44	84	2	24	54	74	100	6	12	42	68	82	4	26	46	74	96	8	24	54	70	100	2	16	40	80	98	8	36	60	76	96	4	12	44	68	98	2	18	40	70	100
2	4	30	48	66	100	6	16	44	68	96	2	12	52	76	98	16	26	58	78	100	4	14	38	54	94	2	28	62	76	98	4	24	50	74	100	6	12	30	46	88	2	28	62	76	98	18	26	50	78	100	4	14	38	60	94	2	12	52	76	98	4	30	50	74	100	6	14	52	70	92	2	2	28	34	98	4	30	48	66	100	8	20	44	74	96	2	12	52	76	98	4	26	42	66	100	16	24	50	74	96	2	12	46	70	98	8	20	44	68	96	2	28	62	84	100	4	18	40	48	94	2	12	52	76	98	8	20	44	74	96	4	26	42	66	100	8	20	44	68	96	2	28	62	84	100	4	18	40	48	94	4	18	40	48	94	2	20	50	74	98	26	26	56	84	100	4	26	48	70	100	2	12	50	78	98	16	16	44	58	74	2	14	44	74	98	4	30	48	66	100	6	20	46	64	96
2	8	14	54	68	100	6	18	40	60	98	2	30	44	78	94	6	20	46	66	100	8	14	56	72	94	2	30	42	76	92	6	20	48	70	100	10	14	56	78	94	2	28	40	76	92	6	16	40	68	100	8	18	54	60	90	2	30	44	78	94	6	20	48	70	100	26	30	56	78	94	2	4	42	52	84	8	20	54	68	100	6	16	34	60	98	2	30	50	80	94	8	20	58	70	100	6	12	34	46	88	2	30	50	78	94	6	22	36	60	98	2	26	50	78	100	4	10	52	62	90	2	30	44	78	94	6	18	34	60	98	8	20	56	68	100	6	18	36	60	98	2	28	50	78	100	4	10	52	62	90	8	10	54	70	90	2	24	44	78	98	22	36	64	68	100	8	30	56	72	100	2	6	44	80	94	12	22	36	60	98	2	30	44	76	94	8	14	54	68	100	6	16	40	86	98
2	6	24	46	72	100	2	18	50	66	96	4	26	44	78	98	2	18	40	66	96	12	56	74	92	100	4	20	36	54	86	2	16	48	72	100	46	46	64	78	98	14	22	36	54	86	6	24	48	66	96	2	10	50	74	100	4	20	42	78	98	2	22	48	68	100	14	26	42	78	98	4	4	64	70	84	6	22	38	62	100	2	10	50	66	96	20	34	64	84	98	6	18	46	66	100	2	10	50	72	96	4	26	44	78	98	2	18	52	68	96	16	24	34	44	98	4	14	56	78	100	4	20	42	78	98	2	18	52	68	96	6	24	46	72	100	2	10	50	68	96	16	24	38	62	98	4	14	56	78	100	12	12	56	74	100	2	24	50	72	98	6	6	30	48	88	12	26	44	74	100	4	14	60	76	98	2	18	40	66	88	2	20	42	64	98	6	24	46	72	100	8	22	54	76	96
2	2	12	46	56	90	8	26	52	80	100	6	24	44	72	94	4	14	50	82	100	2	34	58	78	98	6	20	32	70	94	4	26	52	80	100	2	16	40	64	98	6	20	32	70	94	2	14	48	62	96	8	26	46	80	100	6	24	44	72	94	2	16	48	68	100	8	34	58	74	98	6	18	44	72	94	2	14	40	60	98	10	26	54	82	100	6	24	44	72	94	2	10	46	62	96	14	26	48	88	100	6	30	58	74	98	10	26	50	80	100	4	22	48	74	94	2	8	44	68	98	6	24	44	72	94	10	26	52	80	100	2	12	46	60	98	10	28	52	80	100	4	20	42	70	94	2	8	44	68	98	2	2	16	46	78	4	24	52	76	100	28	28	28	28	50	2	12	42	68	98	6	34	54	72	94	10	26	48	88	100	6	30	58	76	100	2	12	46	56	90	8	20	52	62	98
2	14	14	48	50	94	2	24	52	68	96	6	22	42	72	100	2	26	54	74	94	4	18	30	48	96	6	22	60	76	100	2	18	50	74	96	16	16	30	42	70	6	22	60	76	100	8	14	54	62	94	2	18	40	66	96	6	22	42	76	100	2	26	52	66	94	4	18	40	84	98	22	28	36	64	100	12	14	48	62	94	2	24	52	74	96	6	22	42	72	100	8	8	48	54	94	2	14	56	66	86	4	22	40	76	100	2	24	52	68	96	6	16	42	76	98	38	38	50	64	100	6	22	42	76	100	2	18	52	68	96	14	14	48	50	94	2	24	52	74	96	6	20	42	72	98	38	38	50	64	100	48	48	48	48	50	2	24	52	76	100	0	0	0	0	0	4	18	48	84	98	16	30	44	64	100	2	12	52	66	80	2	22	42	76	100	14	14	48	50	94	8	26	54	62	90
2	8	18	52	78	100	2	6	58	76	98	10	28	42	62	94	2	12	38	70	100	14	34	50	60	88	10	28	42	76	94	2	14	38	70	100	34	44	50	60	84	10	28	42	76	94	8	18	56	78	100	2	4	22	58	98	10	30	44	72	94	2	16	52	78	100	10	26	34	54	76	20	30	42	72	94	8	18	56	78	100	2	4	24	58	98	10	28	42	62	94	8	16	46	64	88	2	4	58	90	100	10	30	44	72	94	2	8	32	68	98	10	28	44	70	100	14	34	62	76	94	10	30	44	72	94	2	4	32	68	98	8	18	52	78	100	2	6	24	58	98	10	28	46	70	100	14	34	62	76	94	14	22	52	64	88	2	28	48	76	100	8	12	18	56	78	10	22	46	60	88	20	40	54	72	94	2	8	32	80	100	2	24	42	66	98	8	18	52	78	100	32	32	68	74	80
2	4	28	50	74	94	2	12	54	70	100	18	26	38	48	90	2	14	44	62	98	4	28	60	78	96	18	24	46	80	100	2	14	44	64	98	4	28	48	74	92	18	24	46	80	100	4	28	60	76	100	2	6	12	52	96	18	26	40	56	90	2	20	52	70	100	10	34	46	72	96	18	18	18	26	80	4	28	56	76	100	2	10	52	68	98	18	26	38	48	90	4	28	60	68	94	2	8	30	70	100	10	26	40	72	96	2	12	54	70	100	16	26	40	48	94	4	28	60	78	92	18	26	40	56	90	2	12	54	76	100	4	28	50	74	94	2	10	52	66	98	16	26	42	72	100	4	28	60	78	92	4	4	60	78	92	2	22	44	70	100	14	14	58	62	94	4	32	46	86	96	8	18	48	70	98	2	16	50	64	100	2	18	38	72	96	4	28	50	74	94	8	22	64	70	100
2	2	8	44	86	100	4	22	50	66	94	14	24	48	60	98	2	16	54	72	100	8	34	58	78	96	4	22	32	48	98	2	30	62	84	100	8	8	44	76	80	4	22	32	48	98	2	10	44	64	100	12	34	66	74	96	14	24	48	60	98	2	18	46	74	100	12	20	52	70	98	28	28	38	48	82	2	8	34	76	100	10	36	54	68	94	14	24	48	60	98	2	10	64	86	100	4	18	40	62	90	12	24	48	70	98	2	22	46	66	94	6	24	56	80	100	8	20	34	74	96	14	24	48	60	98	4	22	50	66	94	2	8	44	86	100	2	16	52	68	94	4	22	46	78	100	8	20	34	74	96	8	8	44	76	96	4	24	50	70	98	2	2	6	30	100	6	20	52	86	100	28	38	54	72	82	2	16	32	64	90	12	26	52	70	98	2	8	44	86	100	4	20	40	54	84
2	4	8	20	62	100	2	30	48	64	98	18	36	66	74	90	4	22	44	64	100	6	10	48	70	94	2	36	50	80	90	4	22	48	64	100	6	8	26	66	92	2	36	50	80	90	4	14	34	68	100	10	28	48	62	98	2	26	50	74	90	4	20	44	68	100	2	26	48	66	94	36	36	74	76	86	2	8	20	62	100	16	30	48	64	98	18	36	66	74	90	4	10	34	62	100	12	28	46	64	98	2	36	58	74	94	16	30	54	74	98	4	18	50	72	100	2	6	10	38	92	2	26	50	74	90	16	32	54	68	98	4	8	20	62	100	16	30	48	64	98	4	22	52	76	100	2	6	10	38	92	6	6	10	62	92	2	30	52	72	98	4	4	14	20	100	4	10	42	62	100	2	30	66	74	86	12	24	46	60	98	18	36	50	74	98	4	8	20	62	100	2	30	56	68	96
