label	Xc1.A	Xc1.R	Xc1.N	Xc1.D	Xc1.C	Xc1.Q	Xc1.E	Xc1.G	Xc1.H	Xc1.I	Xc1.L	Xc1.K	Xc1.M	Xc1.F	Xc1.P	Xc1.S	Xc1.T	Xc1.W	Xc1.Y	Xc1.V	Xc2.lambda1	Xc2.lambda2	Xc2.lambda3	Xc2.lambda4	Xc2.lambda5	Xc2.lambda6	Xc2.lambda7	Xc2.lambda8	Xc2.lambda9	Xc2.lambda10	Xc2.lambda11	Xc2.lambda12	Xc2.lambda13	Xc2.lambda14	Xc2.lambda15	Xc2.lambda16	Xc2.lambda17	Xc2.lambda18	Xc2.lambda19	Xc2.lambda20	Xc2.lambda21	Xc2.lambda22	Xc2.lambda23	Xc2.lambda24	Xc2.lambda25	Xc2.lambda26	Xc2.lambda27	Xc2.lambda28	Xc2.lambda29	Xc2.lambda30
1	3.324323846	0.277026987	0	0.277026987	0	0.554053974	0.831080961	0.277026987	0.831080961	1.108107949	1.108107949	1.385134936	0.277026987	0	0.554053974	1.108107949	0.554053974	0	0.831080961	0.554053974	0.021372905	0.026999302	0.020423	0.021307224	0.022517611	0.020036955	0.023239212	0.030606823	0.025845307	0.021048337	0.025673864	0.027858655	0.021784118	0.023262488	0.027896784	0.024123212	0.022439233	0.030859903	0.023118992	0.020778008	0.026963197	0.026740693	0.025118563	0.024017004	0.023026009	0.02259437	0.023657795	0.02384787	0.024461023	0.021354555
1	1.133945818	0.907156654	0	0	0.226789164	0.907156654	0.680367491	0.226789164	0	2.041102472	1.587524145	0.453578327	0.226789164	0.453578327	0.226789164	0.680367491	0.453578327	0.453578327	0.453578327	0.226789164	0.020550231	0.023627554	0.022318755	0.026361864	0.022119427	0.023627534	0.02235021	0.021553684	0.020699865	0.021873768	0.023426248	0.025041836	0.026954979	0.026270921	0.028368348	0.024702161	0.025318492	0.025409537	0.030288421	0.029774935	0.030058246	0.025645016	0.029387018	0.026024055	0.027110863	0.031451575	0.025134763	0.033126486	0.029793604	0.024840441
1	1.339730635	0.535892254	1.339730635	0.267946127	0	0.535892254	1.071784508	0.267946127	0	1.607676762	1.875622889	1.071784508	0.267946127	0.535892254	0.535892254	1.071784508	0	0	0.267946127	0.803838381	0.020749714	0.022958951	0.025286356	0.026368374	0.023664614	0.025005899	0.017639073	0.015204961	0.019516159	0.02188935	0.029997667	0.023972738	0.026525334	0.021509913	0.021704369	0.018469378	0.019178414	0.023160307	0.028006284	0.028617267	0.028604119	0.02720575	0.019548142	0.024970373	0.024231851	0.02419041	0.030622261	0.031302415	0.035753729	0.0261997
1	0.900934136	1.12616767	0.225233534	2.027101807	0	0.675700602	0.450467068	0.900934136	0.225233534	0.450467068	0.900934136	0.450467068	0.225233534	0.675700602	0.900934136	0.225233534	0.225233534	0	0.225233534	0.450467068	0.028580667	0.023685255	0.024188843	0.026566573	0.02528078	0.024367184	0.022750033	0.025038497	0.024929661	0.026900233	0.027998666	0.027573507	0.029325837	0.026422115	0.019477352	0.026688058	0.02403038	0.027979634	0.025977856	0.028388435	0.026406525	0.021523552	0.028039921	0.024785977	0.021820514	0.031951328	0.026410912	0.028111094	0.025539679	0.024027397
1	2.527771523	0.842590508	0.842590508	0	0.280863503	0.280863503	1.12345401	0.280863503	0.280863503	1.404317513	1.12345401	0.280863503	0.280863503	0.280863503	0.561727005	0	1.404317513	0	0.842590508	1.404317513	0.022269453	0.02625801	0.025586177	0.021594882	0.017929877	0.017476546	0.020518996	0.022576362	0.022577587	0.018817505	0.019969299	0.026145313	0.020895372	0.02024892	0.024819257	0.022502417	0.027757787	0.027136588	0.020533364	0.020581669	0.024938747	0.028332197	0.027458997	0.023440149	0.024246871	0.028220354	0.030140726	0.029455127	0.031724172	0.024983775
1	2.529917053	1.264958526	0.505983411	0.252991705	0	0.252991705	1.264958526	0.252991705	0	0	0.758975116	0.758975116	0.758975116	0.505983411	1.517950232	0.252991705	1.011966821	0	0	0.758975116	0.025717696	0.025603639	0.026255099	0.023713053	0.021607763	0.023049257	0.021705185	0.024714551	0.022834533	0.017502528	0.026057351	0.023922655	0.026555996	0.022097542	0.023277886	0.022138662	0.026989329	0.024283402	0.023537752	0.01992205	0.028729613	0.030941126	0.031849533	0.020736399	0.025141927	0.021650874	0.032335954	0.027282238	0.023384118	0.033470584
1	2.04704057	0.292434367	0.292434367	0.292434367	0.292434367	0.292434367	0.877303101	0.292434367	0.292434367	1.169737469	2.339474937	1.462171836	0.292434367	0.584868734	0.292434367	1.754606203	1.169737469	0	0	0.584868734	0.020377175	0.017793662	0.023299857	0.019445591	0.025547125	0.02575122	0.026107768	0.02392382	0.025112192	0.026880333	0.027225765	0.025436767	0.021757628	0.022280741	0.022765116	0.021391602	0.01875513	0.02135295	0.021501395	0.022109342	0.017222586	0.019893663	0.021831235	0.024729163	0.02220612	0.024703517	0.03004904	0.033335808	0.028183733	0.026595587
1	1.331720639	1.775627519	0	0	0.44390688	0.22195344	0	0	0	0.66586032	0.66586032	0.22195344	0.887813759	0.44390688	0.66586032	2.441487839	0.66586032	0.22195344	0.22195344	0.22195344	0.025501814	0.023195069	0.019874855	0.019237113	0.028914563	0.023452131	0.02668337	0.026764128	0.030000963	0.027492313	0.028638478	0.025121018	0.025603073	0.023751507	0.025295055	0.016036811	0.027864453	0.024330884	0.021597064	0.022026793	0.028553723	0.026773392	0.029051228	0.02447319	0.033509377	0.030516255	0.031023082	0.02555422	0.028197281	0.029013355
1	0.622039471	1.244078942	0.20734649	0.20734649	0	0	1.451425432	0.829385961	0.20734649	0.414692981	1.244078942	0.414692981	0.20734649	1.036732451	0.414692981	1.451425432	0	0.20734649	0	0.20734649	0.029404843	0.028077144	0.018438414	0.025016436	0.029820215	0.027771965	0.026543691	0.028090975	0.030505791	0.025525847	0.02199245	0.029853449	0.022004951	0.019652034	0.024113058	0.02629602	0.018442011	0.024116906	0.025862749	0.02331985	0.020702341	0.0339231	0.029035795	0.027940747	0.031183957	0.028352703	0.030322823	0.024794076	0.030827696	0.03072147
1	0.235036473	1.410218836	0	0.940145891	0	0.470072945	0.470072945	0.705109418	0	0.235036473	1.175182363	0.235036473	1.175182363	0.470072945	1.175182363	1.410218836	0.470072945	0.235036473	0	0.940145891	0.025969966	0.027514459	0.027037113	0.025771114	0.023267067	0.026957652	0.027282611	0.022700462	0.027613765	0.03016819	0.025296461	0.028035967	0.022721885	0.021950235	0.03010225	0.022570105	0.022302791	0.026102116	0.024759287	0.031229991	0.024584354	0.01693508	0.025312431	0.022094381	0.033478013	0.029511858	0.02261885	0.022818307	0.030495501	0.017761266
1	1.925500741	1.203437963	0.481375185	1.203437963	0	0.722062778	0.481375185	0.240687593	0.722062778	0.240687593	1.444125556	0.240687593	0.240687593	0	0.722062778	0.96275037	0.240687593	0.481375185	0	0.481375185	0.025026197	0.029086654	0.026692895	0.024121682	0.027514347	0.020078548	0.025149892	0.0247958	0.019026314	0.022809576	0.029706524	0.024037869	0.030459036	0.028588037	0.023593784	0.019037851	0.028187021	0.021713892	0.022762913	0.025916068	0.025268598	0.024509568	0.028133734	0.024606938	0.021339709	0.026125386	0.028030837	0.022258385	0.031800759	0.028933593
1	1.859681137	1.394760853	0.232460142	0.464920284	0	0	0.697380426	0.929840569	0	0.929840569	0.929840569	0	0.464920284	0.232460142	1.394760853	0.232460142	0.697380426	0	0.232460142	0.929840569	0.029413666	0.024524205	0.027279833	0.026596717	0.028195461	0.030036962	0.019680541	0.027030455	0.024291551	0.030371362	0.023911182	0.024247993	0.026982505	0.025085359	0.021689147	0.02568316	0.023966009	0.024439211	0.026694862	0.026444704	0.027651485	0.02880344	0.023822291	0.028733847	0.018513905	0.025664626	0.020156574	0.027183169	0.0249933	0.025452336
1	1.144465739	0.286116435	0.57223287	0.286116435	0	0.858349304	0.57223287	0.858349304	0.286116435	1.716698609	0.858349304	0.286116435	0.286116435	1.144465739	1.144465739	1.430582174	0.57223287	0.286116435	0.57223287	1.144465739	0.021803999	0.024170554	0.017530079	0.01929911	0.023104583	0.019025303	0.024422528	0.024034392	0.025037219	0.021844953	0.023373312	0.029646421	0.028077579	0.021971307	0.024282926	0.03093959	0.030130216	0.025851434	0.027992795	0.026678432	0.025085227	0.026068554	0.023666736	0.020429101	0.023282327	0.021251148	0.027304167	0.023186161	0.013595674	0.020797738
1	3.035851651	1.16763525	0.4670541	0.4670541	0.23352705	0.4670541	0.23352705	0.4670541	0	0	2.10174345	0	0.4670541	0	0.4670541	0.9341082	0.23352705	0.4670541	0.23352705	0.23352705	0.028744633	0.02477325	0.019320514	0.024935579	0.027387672	0.024695527	0.02794364	0.026496656	0.026596267	0.028775489	0.030307729	0.024059007	0.02888655	0.030430683	0.020985382	0.028083994	0.027670078	0.021947986	0.026137127	0.02258478	0.022868708	0.026039019	0.020197872	0.02088827	0.028122062	0.024422051	0.021446662	0.028158661	0.029684946	0.023882157
1	1.459477299	0	0.583790919	1.167581839	0.29189546	1.751372758	0	0.875686379	0	0.875686379	2.043268218	0.875686379	0.29189546	0.583790919	0.583790919	0.29189546	0.583790919	0.29189546	0.583790919	1.459477299	0.023050262	0.02553652	0.023711414	0.025478736	0.020091775	0.021424928	0.018770147	0.025469628	0.021893542	0.021396843	0.023200712	0.021556548	0.023257395	0.022353435	0.023114429	0.020777948	0.025494009	0.023933426	0.021651233	0.027763426	0.023237052	0.029532857	0.023786344	0.026944084	0.022606658	0.02534987	0.028725883	0.023364708	0.026689851	0.017940874
1	0.728728903	0.242909634	0.242909634	0.971638538	0	0.485819269	1.943277075	0.728728903	0.728728903	0.971638538	0.971638538	0.485819269	0.242909634	1.214548172	0.485819269	0.485819269	0.242909634	0.242909634	0	0.728728903	0.020480959	0.024454721	0.017037578	0.021680538	0.024295676	0.022655718	0.02553154	0.022505321	0.02222343	0.024466019	0.025257024	0.023935692	0.023622592	0.027049851	0.025265225	0.022070425	0.028534315	0.029371549	0.023472511	0.026259755	0.028998252	0.0277192	0.029338595	0.026944572	0.029924819	0.027372984	0.024634675	0.028716294	0.026298388	0.026972147
1	1.305585058	0	0.979188793	0.652792529	0	0.326396264	0.652792529	0	0.979188793	0.979188793	2.284773851	1.631981322	0.979188793	0.326396264	0	1.958377586	1.631981322	0	0	1.631981322	0.017344047	0.024086039	0.02266548	0.019392663	0.020450176	0.023901215	0.019278041	0.01979644	0.022499051	0.022619108	0.023197111	0.0238386	0.019531557	0.015258349	0.01400698	0.022927384	0.021906078	0.02139632	0.023518103	0.026310286	0.023198323	0.021699537	0.022851911	0.025035719	0.028421916	0.032992955	0.029447565	0.020680836	0.02021463	0.025137316
1	2.669489686	0.296609965	0	0.296609965	0	1.18643986	0.296609965	0.889829895	0	0.59321993	1.18643986	0.296609965	0.889829895	0.59321993	0.59321993	1.779659791	0.59321993	0.59321993	0	2.076269756	0.022833008	0.019406027	0.024153409	0.020203894	0.020875417	0.020181392	0.022284526	0.025069193	0.02337417	0.022794371	0.018235995	0.027566402	0.021106621	0.026364186	0.028285538	0.020868356	0.024154477	0.02210798	0.025333275	0.023033491	0.021560091	0.021365915	0.024628545	0.024999827	0.02632699	0.02596707	0.022202519	0.028586551	0.023681127	0.025839672
1	0.980424042	0.735318031	0	1.225530052	0	0.24510601	0.490212021	0.735318031	0	0.980424042	1.960848084	0.490212021	0.980424042	0.490212021	0.24510601	0.980424042	0.24510601	0.24510601	0	1.225530052	0.024967422	0.022217637	0.022696287	0.023929748	0.023522528	0.021970559	0.022181055	0.026302461	0.026055706	0.022819026	0.024187092	0.018925103	0.021280172	0.025000591	0.020024231	0.027983206	0.026484671	0.02318173	0.02450399	0.031779231	0.024175459	0.027532463	0.028949973	0.030309516	0.025885579	0.028639996	0.031771521	0.02483043	0.028480009	0.0243066
1	2.662863001	0.2662863	0.2662863	0	0	0.5325726	0	1.0651452	0	1.5977178	1.0651452	0.7988589	0.5325726	1.0651452	0.2662863	0.7988589	0.7988589	0.2662863	0.7988589	0.5325726	0.021166008	0.021003307	0.018638745	0.025232831	0.024270369	0.018897305	0.02409865	0.024696661	0.02093144	0.02728373	0.02733199	0.024197545	0.025350923	0.028067668	0.020504034	0.025801556	0.031025891	0.022932671	0.025018074	0.027241675	0.020732764	0.024325614	0.026673171	0.023102182	0.029683138	0.026551689	0.023170441	0.022575684	0.028518389	0.024689554
1	1.477013095	0.590805238	0	0.295402619	0	0.295402619	0.295402619	0.886207857	0.590805238	1.477013095	1.477013095	0.590805238	0.590805238	1.181610476	1.181610476	0.886207857	0.590805238	0	0	2.363220951	0.021671933	0.023131043	0.02318151	0.022155243	0.02179234	0.01699623	0.022645193	0.022223648	0.020325216	0.023073507	0.023968549	0.022168038	0.022937758	0.024028137	0.024262186	0.027834077	0.024543438	0.02553638	0.025389931	0.025585658	0.025262808	0.027993876	0.023742448	0.025794994	0.028358048	0.025161985	0.019629586	0.0235602	0.022479774	0.019163647
1	1.241995562	0.745197337	0.745197337	0.496798225	0	0	0.496798225	1.241995562	0	1.490394674	0.99359645	0.248399112	0.496798225	0.248399112	0	1.490394674	0.745197337	0.496798225	0	1.241995562	0.025273818	0.026814239	0.020837524	0.021858937	0.020097832	0.018266377	0.026480208	0.026985763	0.02299148	0.024456319	0.021978109	0.026964519	0.024413985	0.025963116	0.024875451	0.02329274	0.027234133	0.022579562	0.025403144	0.028327294	0.027895106	0.023315308	0.028097778	0.024407982	0.02786664	0.029226782	0.024270721	0.027644278	0.020832643	0.0329491
1	1.682405349	0.560801783	0	0.560801783	0.280400891	0	0.280400891	1.402004457	0	0.841202674	1.682405349	0.280400891	0.280400891	0.841202674	0.560801783	2.804008915	0.280400891	0.280400891	0	1.402004457	0.022227994	0.022244978	0.019155554	0.024923354	0.023140653	0.022725292	0.028564994	0.028405999	0.02737423	0.026784856	0.029136175	0.028136801	0.027436086	0.02763882	0.025654961	0.024894574	0.022791717	0.024433271	0.022311458	0.025150463	0.017184477	0.023811252	0.021976004	0.017957434	0.021856621	0.020948577	0.01655713	0.025135536	0.026012891	0.025026957
1	0.535675403	0.267837702	0	0.267837702	0	0	0.535675403	0.803513105	0	0.803513105	1.071350807	1.339188508	0.267837702	0.803513105	0.267837702	2.142701613	1.071350807	0.535675403	0	2.678377016	0.020798717	0.021509029	0.020888911	0.024550495	0.023476184	0.020570384	0.025011568	0.023554815	0.024192557	0.025170002	0.024615521	0.021663274	0.027483435	0.02616872	0.026649661	0.023457156	0.023750996	0.022757162	0.028935515	0.024862145	0.025475716	0.024981918	0.024323538	0.025837996	0.029606906	0.026117355	0.02397207	0.025175222	0.018455603	0.028149726
1	2.235805217	0.558951304	0	0.838426956	0	0.558951304	0	1.117902609	0	0.838426956	1.676853913	0	0.279475652	0.279475652	1.117902609	1.676853913	0.558951304	0.558951304	0.558951304	1.117902609	0.024566153	0.024705056	0.024515364	0.025977701	0.027926273	0.023369945	0.023553159	0.019969167	0.025465299	0.023557963	0.022924792	0.022353737	0.023445139	0.026674976	0.026992136	0.020937838	0.024276808	0.022321017	0.021726292	0.021036215	0.020425763	0.024559584	0.021116628	0.022976476	0.025199193	0.023523327	0.024025931	0.027554062	0.021101631	0.033746725
1	0.756599386	1.260998977	0.252199795	0.756599386	0.504399591	0.504399591	0.756599386	0.756599386	0	0.252199795	1.260998977	0.756599386	0.252199795	0.504399591	0.756599386	1.765398567	1.008799181	0	0.252199795	0.252199795	0.022802709	0.026814371	0.026793042	0.023393964	0.025950025	0.028324964	0.032303666	0.030156775	0.028988751	0.026533545	0.026738871	0.025740486	0.025787987	0.023069408	0.02472967	0.025736636	0.024419383	0.024878872	0.024048152	0.027335421	0.028658842	0.024677458	0.01833046	0.024358191	0.02558295	0.018005251	0.019040548	0.023327834	0.015756126	0.025515847
1	0.839500378	0.839500378	0	0	0.279833459	0.279833459	1.399167297	0.559666919	0.559666919	1.399167297	1.679000756	0.559666919	0.279833459	0.279833459	0.839500378	1.399167297	1.679000756	0	0.279833459	0.839500378	0.021757541	0.025546403	0.026308458	0.027711863	0.022334591	0.022298865	0.026159977	0.030906678	0.028906028	0.023371998	0.021369158	0.021162101	0.020149638	0.020620767	0.024436859	0.020341396	0.021642712	0.023042028	0.026988952	0.025208343	0.02569927	0.022592312	0.022805567	0.021561536	0.02969113	0.028589752	0.022483732	0.02097163	0.022630956	0.022876298
1	0.783047693	0.522031795	1.044063591	0.522031795	0	0.522031795	1.305079488	0.261015898	0	0.783047693	2.088127181	1.044063591	0.261015898	0	1.044063591	1.305079488	0.522031795	0.522031795	0	0.522031795	0.026681825	0.020429667	0.027416692	0.024183464	0.022733196	0.023422784	0.0243355	0.02114263	0.029103368	0.020025864	0.023671293	0.022673554	0.022893357	0.025827219	0.027834598	0.023078113	0.028477777	0.017984117	0.028357815	0.020382041	0.028315412	0.023572504	0.023355452	0.027470495	0.023971795	0.028184159	0.028754277	0.028162917	0.0256077	0.020934515
1	2.59194834	0.777584502	0.777584502	0.777584502	0	0.777584502	0	0.259194834	0	0	1.555169004	0.259194834	0.518389668	0	0.259194834	1.555169004	1.036779336	0.777584502	0.259194834	0.777584502	0.0254664	0.024975126	0.02198927	0.023270739	0.023371797	0.019829161	0.022287989	0.027245307	0.02341529	0.025227869	0.021967358	0.022529648	0.018648443	0.024914529	0.025869459	0.022878041	0.025946498	0.025151712	0.016677314	0.026819527	0.025630844	0.021716619	0.025411438	0.026158017	0.024799952	0.026167354	0.030846035	0.027687447	0.032701885	0.031204095
1	0.919593406	1.37939011	0.229898352	0.229898352	0.229898352	0	0	0.229898352	0.919593406	0.229898352	1.609288461	0.229898352	0.689695055	2.069085165	0.919593406	0.229898352	0.919593406	0	0.459796703	0	0.022384205	0.027263844	0.029348229	0.022549862	0.019428986	0.023960767	0.026942759	0.027935487	0.02617709	0.023312348	0.027272097	0.029426142	0.025367627	0.027332595	0.022922759	0.022422645	0.025269833	0.026825148	0.031074031	0.022849889	0.024879707	0.02517513	0.030065407	0.028655412	0.01850613	0.024538481	0.028198492	0.029674948	0.025682814	0.024658783
1	3.681223675	0.566342104	0.566342104	1.132684208	0	0.849513156	0.283171052	0.283171052	0.283171052	0	3.114881571	0.283171052	0.283171052	0.566342104	0.849513156	0.566342104	0	0	0.283171052	0.566342104	0.022390145	0.022902287	0.024045264	0.022455587	0.021726978	0.020696584	0.023465051	0.019195211	0.021813477	0.020153255	0.02428893	0.024274302	0.022964212	0.024683857	0.024081914	0.02157641	0.021010896	0.026968806	0.025987979	0.026111676	0.024666988	0.021414052	0.026264329	0.027356975	0.024173374	0.028381314	0.023851358	0.027373967	0.026620999	0.025932772
1	1.266436855	1.519724226	0	1.519724226	0	0.253287371	1.266436855	0	0	0	1.773011597	0.253287371	0.506574742	0.253287371	2.026298968	0.759862113	0.759862113	0	0	0.506574742	0.023434169	0.024222679	0.021464172	0.01754606	0.025488794	0.021249006	0.020003681	0.026245628	0.024708367	0.02551153	0.021410195	0.027690106	0.02404846	0.027175693	0.025575028	0.028334342	0.028940532	0.025903924	0.027400682	0.028609449	0.0232135	0.024874649	0.028111077	0.02597323	0.017700235	0.027494207	0.023793679	0.030367321	0.023432668	0.026789568
1	1.984899203	0.850671087	0.283557029	0	0	0.283557029	0.567114058	0.567114058	0	0.283557029	1.701342174	0.850671087	0.850671087	0	0.283557029	2.83557029	1.134228116	0	0.283557029	1.417785145	0.018027383	0.021690034	0.019995653	0.020658482	0.022780413	0.02170594	0.021173964	0.024675135	0.02664446	0.029988647	0.025890887	0.028033754	0.022675708	0.022182511	0.026479103	0.024577211	0.022670759	0.022127051	0.026014344	0.021849145	0.021242533	0.022792876	0.024316645	0.022669632	0.028256299	0.030545224	0.022633712	0.022855678	0.026064405	0.025225384
1	1.395955702	0.837573421	0.27919114	1.116764561	0	0.558382281	0.558382281	0.837573421	0	0.837573421	1.675146842	0.837573421	0.27919114	0.27919114	2.512720263	0.837573421	0	0	0	1.116764561	0.017152047	0.021359195	0.023818117	0.024345576	0.027346395	0.026925678	0.025442083	0.023232212	0.024647093	0.023291706	0.024552671	0.025196717	0.024170717	0.025623434	0.027597135	0.026634651	0.022832045	0.02345503	0.022719742	0.025124859	0.023220949	0.026099203	0.022997482	0.027402461	0.025957101	0.023881523	0.027077184	0.024162376	0.019457768	0.01508571
