label	hydrophobicity_PRAM900101.1.residue0	hydrophobicity_PRAM900101.1.residue25	hydrophobicity_PRAM900101.1.residue50	hydrophobicity_PRAM900101.1.residue75	hydrophobicity_PRAM900101.1.residue100	hydrophobicity_PRAM900101.2.residue0	hydrophobicity_PRAM900101.2.residue25	hydrophobicity_PRAM900101.2.residue50	hydrophobicity_PRAM900101.2.residue75	hydrophobicity_PRAM900101.2.residue100	hydrophobicity_PRAM900101.3.residue0	hydrophobicity_PRAM900101.3.residue25	hydrophobicity_PRAM900101.3.residue50	hydrophobicity_PRAM900101.3.residue75	hydrophobicity_PRAM900101.3.residue100	hydrophobicity_ARGP820101.1.residue0	hydrophobicity_ARGP820101.1.residue25	hydrophobicity_ARGP820101.1.residue50	hydrophobicity_ARGP820101.1.residue75	hydrophobicity_ARGP820101.1.residue100	hydrophobicity_ARGP820101.2.residue0	hydrophobicity_ARGP820101.2.residue25	hydrophobicity_ARGP820101.2.residue50	hydrophobicity_ARGP820101.2.residue75	hydrophobicity_ARGP820101.2.residue100	hydrophobicity_ARGP820101.3.residue0	hydrophobicity_ARGP820101.3.residue25	hydrophobicity_ARGP820101.3.residue50	hydrophobicity_ARGP820101.3.residue75	hydrophobicity_ARGP820101.3.residue100	hydrophobicity_ZIMJ680101.1.residue0	hydrophobicity_ZIMJ680101.1.residue25	hydrophobicity_ZIMJ680101.1.residue50	hydrophobicity_ZIMJ680101.1.residue75	hydrophobicity_ZIMJ680101.1.residue100	hydrophobicity_ZIMJ680101.2.residue0	hydrophobicity_ZIMJ680101.2.residue25	hydrophobicity_ZIMJ680101.2.residue50	hydrophobicity_ZIMJ680101.2.residue75	hydrophobicity_ZIMJ680101.2.residue100	hydrophobicity_ZIMJ680101.3.residue0	hydrophobicity_ZIMJ680101.3.residue25	hydrophobicity_ZIMJ680101.3.residue50	hydrophobicity_ZIMJ680101.3.residue75	hydrophobicity_ZIMJ680101.3.residue100	hydrophobicity_PONP930101.1.residue0	hydrophobicity_PONP930101.1.residue25	hydrophobicity_PONP930101.1.residue50	hydrophobicity_PONP930101.1.residue75	hydrophobicity_PONP930101.1.residue100	hydrophobicity_PONP930101.2.residue0	hydrophobicity_PONP930101.2.residue25	hydrophobicity_PONP930101.2.residue50	hydrophobicity_PONP930101.2.residue75	hydrophobicity_PONP930101.2.residue100	hydrophobicity_PONP930101.3.residue0	hydrophobicity_PONP930101.3.residue25	hydrophobicity_PONP930101.3.residue50	hydrophobicity_PONP930101.3.residue75	hydrophobicity_PONP930101.3.residue100	hydrophobicity_CASG920101.1.residue0	hydrophobicity_CASG920101.1.residue25	hydrophobicity_CASG920101.1.residue50	hydrophobicity_CASG920101.1.residue75	hydrophobicity_CASG920101.1.residue100	hydrophobicity_CASG920101.2.residue0	hydrophobicity_CASG920101.2.residue25	hydrophobicity_CASG920101.2.residue50	hydrophobicity_CASG920101.2.residue75	hydrophobicity_CASG920101.2.residue100	hydrophobicity_CASG920101.3.residue0	hydrophobicity_CASG920101.3.residue25	hydrophobicity_CASG920101.3.residue50	hydrophobicity_CASG920101.3.residue75	hydrophobicity_CASG920101.3.residue100	hydrophobicity_ENGD860101.1.residue0	hydrophobicity_ENGD860101.1.residue25	hydrophobicity_ENGD860101.1.residue50	hydrophobicity_ENGD860101.1.residue75	hydrophobicity_ENGD860101.1.residue100	hydrophobicity_ENGD860101.2.residue0	hydrophobicity_ENGD860101.2.residue25	hydrophobicity_ENGD860101.2.residue50	hydrophobicity_ENGD860101.2.residue75	hydrophobicity_ENGD860101.2.residue100	hydrophobicity_ENGD860101.3.residue0	hydrophobicity_ENGD860101.3.residue25	hydrophobicity_ENGD860101.3.residue50	hydrophobicity_ENGD860101.3.residue75	hydrophobicity_ENGD860101.3.residue100	hydrophobicity_FASG890101.1.residue0	hydrophobicity_FASG890101.1.residue25	hydrophobicity_FASG890101.1.residue50	hydrophobicity_FASG890101.1.residue75	hydrophobicity_FASG890101.1.residue100	hydrophobicity_FASG890101.2.residue0	hydrophobicity_FASG890101.2.residue25	hydrophobicity_FASG890101.2.residue50	hydrophobicity_FASG890101.2.residue75	hydrophobicity_FASG890101.2.residue100	hydrophobicity_FASG890101.3.residue0	hydrophobicity_FASG890101.3.residue25	hydrophobicity_FASG890101.3.residue50	hydrophobicity_FASG890101.3.residue75	hydrophobicity_FASG890101.3.residue100	normwaalsvolume.1.residue0	normwaalsvolume.1.residue25	normwaalsvolume.1.residue50	normwaalsvolume.1.residue75	normwaalsvolume.1.residue100	normwaalsvolume.2.residue0	normwaalsvolume.2.residue25	normwaalsvolume.2.residue50	normwaalsvolume.2.residue75	normwaalsvolume.2.residue100	normwaalsvolume.3.residue0	normwaalsvolume.3.residue25	normwaalsvolume.3.residue50	normwaalsvolume.3.residue75	normwaalsvolume.3.residue100	polarity.1.residue0	polarity.1.residue25	polarity.1.residue50	polarity.1.residue75	polarity.1.residue100	polarity.2.residue0	polarity.2.residue25	polarity.2.residue50	polarity.2.residue75	polarity.2.residue100	polarity.3.residue0	polarity.3.residue25	polarity.3.residue50	polarity.3.residue75	polarity.3.residue100	polarizability.1.residue0	polarizability.1.residue25	polarizability.1.residue50	polarizability.1.residue75	polarizability.1.residue100	polarizability.2.residue0	polarizability.2.residue25	polarizability.2.residue50	polarizability.2.residue75	polarizability.2.residue100	polarizability.3.residue0	polarizability.3.residue25	polarizability.3.residue50	polarizability.3.residue75	polarizability.3.residue100	charge.1.residue0	charge.1.residue25	charge.1.residue50	charge.1.residue75	charge.1.residue100	charge.2.residue0	charge.2.residue25	charge.2.residue50	charge.2.residue75	charge.2.residue100	charge.3.residue0	charge.3.residue25	charge.3.residue50	charge.3.residue75	charge.3.residue100	secondarystruct.1.residue0	secondarystruct.1.residue25	secondarystruct.1.residue50	secondarystruct.1.residue75	secondarystruct.1.residue100	secondarystruct.2.residue0	secondarystruct.2.residue25	secondarystruct.2.residue50	secondarystruct.2.residue75	secondarystruct.2.residue100	secondarystruct.3.residue0	secondarystruct.3.residue25	secondarystruct.3.residue50	secondarystruct.3.residue75	secondarystruct.3.residue100	solventaccess.1.residue0	solventaccess.1.residue25	solventaccess.1.residue50	solventaccess.1.residue75	solventaccess.1.residue100	solventaccess.2.residue0	solventaccess.2.residue25	solventaccess.2.residue50	solventaccess.2.residue75	solventaccess.2.residue100	solventaccess.3.residue0	solventaccess.3.residue25	solventaccess.3.residue50	solventaccess.3.residue75	solventaccess.3.residue100
2	6	20	50	66	96	10	22	42	74	100	2	24	54	68	98	6	10	44	66	96	2	24	50	64	92	4	18	40	78	100	6	22	44	66	96	2	24	52	64	92	4	18	40	78	100	6	26	50	72	100	10	22	38	70	92	2	16	34	68	98	6	26	50	72	100	2	18	46	76	98	28	28	28	28	34	6	18	50	78	100	10	22	42	58	86	2	24	54	68	98	6	20	48	70	96	10	10	56	74	100	2	22	38	68	98	10	38	46	74	100	4	16	34	68	98	2	18	52	70	92	2	16	34	68	98	10	32	44	72	100	6	20	50	70	96	10	32	44	66	90	4	20	40	78	100	2	18	52	70	92	50	50	52	70	84	2	24	46	74	100	6	6	20	66	90	2	22	50	70	98	12	12	24	28	76	10	40	56	74	100	4	24	38	74	98	6	20	50	66	96	2	18	44	72	100
2	6	44	54	64	92	8	26	42	72	94	2	18	38	74	100	8	22	50	64	94	2	26	54	72	98	4	16	34	66	100	6	26	46	72	94	2	30	56	80	98	4	16	34	66	100	8	32	50	64	94	6	26	46	68	92	2	18	38	74	100	6	32	50	68	94	2	20	48	72	100	4	10	34	66	88	6	44	56	64	92	8	22	40	72	94	2	18	38	74	100	6	22	46	64	94	32	32	50	76	90	2	20	40	72	100	8	26	44	76	94	4	16	52	74	100	2	18	38	56	92	2	18	38	74	100	8	22	40	72	94	6	44	56	64	92	8	22	42	72	94	4	20	60	76	100	2	18	38	56	92	6	6	46	54	92	2	22	42	74	100	44	44	60	64	84	2	18	46	60	100	4	24	52	74	98	8	22	44	76	94	4	24	48	78	100	6	44	54	64	92	2	8	32	56	94
2	8	22	64	76	98	26	48	84	94	100	2	18	34	46	92	10	48	68	86	100	2	20	56	70	90	4	18	34	50	94	10	38	66	84	100	2	20	56	70	90	4	16	32	50	94	8	56	70	84	100	48	48	48	48	48	2	18	32	44	92	8	54	68	82	100	2	14	28	44	90	4	16	34	42	92	8	26	64	78	98	38	40	66	88	100	2	16	32	46	92	8	56	68	80	98	10	10	48	88	100	2	18	32	44	92	48	54	84	94	100	4	16	34	60	92	2	24	42	64	82	2	18	32	44	92	48	48	84	94	100	8	22	64	76	98	48	54	84	96	100	4	16	36	68	94	2	24	42	64	82	8	56	64	76	82	2	20	38	60	100	54	54	74	78	98	2	14	60	74	86	4	20	36	50	100	10	22	54	84	98	4	18	34	48	92	8	22	64	76	98	2	26	66	88	100
2	6	30	50	74	98	4	20	42	62	82	2	12	64	78	100	4	30	50	72	98	2	8	38	60	86	10	16	46	78	100	4	30	52	74	98	2	6	34	54	86	10	14	44	70	100	4	24	42	66	98	20	40	60	74	82	2	14	46	78	100	4	26	42	72	98	2	14	28	62	88	12	44	64	84	100	6	24	38	66	98	4	22	48	72	96	2	12	46	70	100	6	32	50	72	98	4	24	30	52	94	2	16	48	70	100	4	22	42	52	80	10	30	56	78	98	2	12	38	74	100	2	14	46	78	100	4	22	42	60	80	6	30	54	74	98	4	22	48	60	80	10	28	56	78	98	2	12	38	74	100	6	6	34	54	86	2	24	52	76	100	50	50	50	50	50	2	20	54	74	98	4	14	46	70	100	22	24	40	50	94	10	28	60	76	100	6	30	50	74	98	2	14	26	62	82
2	4	6	42	66	98	10	34	50	78	96	2	16	26	64	100	4	42	56	76	98	2	10	32	58	100	14	18	48	78	92	4	32	52	74	98	2	6	24	58	100	14	18	48	78	92	4	42	56	78	98	8	12	32	46	96	2	16	30	70	100	4	34	56	76	98	2	16	32	64	100	92	92	92	92	92	4	8	48	74	98	12	32	50	68	96	2	16	26	64	100	6	8	66	76	86	4	34	54	68	98	2	18	36	70	100	12	34	52	78	96	4	18	58	70	100	2	6	10	38	74	2	16	30	70	100	12	34	50	78	96	4	6	42	66	98	12	32	50	76	96	4	18	58	78	100	2	6	10	38	74	6	6	6	8	74	2	26	50	72	100	76	76	76	76	76	2	12	30	46	96	20	38	56	70	100	4	28	76	80	98	12	22	36	70	100	4	6	42	66	98	2	34	52	72	94
2	4	22	40	64	98	8	32	52	78	96	2	16	50	70	100	8	20	42	76	96	2	12	54	68	98	10	28	48	82	100	8	22	46	78	96	2	12	54	62	98	10	28	48	82	100	4	20	36	64	98	22	22	78	80	96	2	16	50	70	100	4	24	42	76	98	2	12	44	62	100	10	38	60	74	90	4	22	40	64	98	8	32	52	78	96	2	16	50	70	100	4	24	40	64	98	8	14	52	78	96	2	16	50	70	100	8	36	60	68	96	6	20	48	74	100	2	10	24	54	98	2	16	50	70	100	8	32	52	78	96	4	22	40	64	98	8	36	52	76	96	6	28	50	72	100	2	10	24	54	98	4	22	34	56	98	2	16	52	72	100	18	20	42	64	92	2	20	34	80	100	6	32	60	70	90	14	36	46	64	96	6	38	60	74	100	4	22	40	64	98	2	2	12	36	84
2	14	14	30	34	44	20	32	54	76	100	2	16	50	74	98	14	26	60	76	88	2	8	24	44	80	6	32	56	78	100	14	26	44	62	88	2	4	10	30	80	6	32	56	78	100	14	20	32	52	86	22	22	34	54	88	2	18	56	78	100	14	22	34	60	88	2	18	48	72	100	6	12	64	84	98	14	22	34	44	100	26	26	60	76	88	2	16	50	74	98	14	22	34	44	86	20	20	32	60	88	2	18	54	78	100	14	26	52	62	88	4	18	50	70	98	2	22	38	80	100	2	18	56	78	100	20	26	54	62	88	14	14	30	34	44	14	26	54	62	88	4	20	48	68	98	2	22	38	80	100	22	22	30	34	44	2	26	56	78	100	14	14	14	14	36	2	22	42	68	94	4	12	58	78	100	14	20	36	62	88	4	24	54	74	98	14	14	30	34	44	2	20	52	80	100
2	4	24	50	78	94	16	16	48	60	68	2	22	44	74	100	6	20	42	84	94	2	14	34	64	88	8	28	52	74	100	6	20	48	82	94	2	12	32	64	88	8	28	52	74	100	4	24	50	82	94	14	14	48	58	68	2	22	46	70	100	4	20	50	78	94	2	16	52	66	100	22	28	44	76	96	4	24	54	78	94	20	20	20	48	68	2	22	44	74	100	4	20	54	82	94	6	6	6	26	50	2	28	48	70	100	20	20	48	68	92	6	26	40	80	100	2	16	54	70	90	2	22	46	70	100	20	20	20	48	68	4	24	50	78	94	20	20	48	68	92	6	26	40	80	100	2	16	54	70	90	4	12	32	64	88	2	22	46	68	100	38	38	82	86	94	2	24	56	74	100	16	22	36	62	96	6	6	26	50	92	8	28	46	74	100	4	24	50	78	94	2	2	20	60	70
2	6	22	42	52	62	4	12	24	82	98	2	34	64	76	100	12	14	32	52	94	2	20	30	50	82	4	34	66	84	100	12	22	32	56	94	2	6	28	44	62	4	34	66	84	100	4	14	42	56	94	22	22	30	48	82	2	26	64	78	100	4	20	32	52	94	2	16	68	82	100	26	36	64	76	92	4	20	42	58	98	12	12	24	80	94	2	34	64	76	100	6	22	44	56	94	4	4	14	32	86	2	34	66	80	100	4	12	48	80	94	10	34	66	76	100	2	18	40	54	98	2	26	64	78	100	4	12	24	80	94	6	22	42	52	62	12	14	48	56	94	4	32	66	78	100	2	18	40	54	98	6	20	30	44	62	2	24	54	80	100	52	52	52	56	58	2	22	46	70	100	8	18	40	76	98	4	4	48	56	94	10	38	66	78	100	6	22	42	52	62	2	4	14	86	98
3	4	16	46	64	92	14	34	42	80	100	2	22	54	72	98	4	20	46	70	100	2	2	26	72	80	12	28	50	66	98	4	20	46	74	100	2	2	2	60	72	12	28	50	66	98	4	18	46	64	96	10	26	38	80	100	2	22	54	72	98	4	20	48	70	100	2	12	30	60	80	22	22	82	88	98	4	16	48	64	92	14	34	40	80	100	2	22	54	72	98	4	18	48	68	96	6	32	38	56	100	2	26	54	80	98	14	34	46	68	100	4	20	48	70	94	2	2	10	72	98	2	22	54	72	98	14	34	42	80	100	4	16	46	64	92	14	26	42	78	100	4	20	50	66	94	2	2	10	72	98	10	10	10	10	76	2	26	44	80	100	4	20	52	64	86	2	16	44	70	86	22	36	54	82	98	6	24	46	68	100	12	28	54	84	100	4	16	46	64	92	2	14	42	56	96
3	6	48	64	92	100	12	30	54	74	90	2	14	36	56	98	28	44	58	72	100	2	6	66	78	94	8	16	32	52	98	6	40	60	74	100	2	4	22	68	94	8	16	32	52	98	30	48	62	80	100	6	28	46	70	84	2	14	32	56	98	6	44	60	74	100	2	16	34	78	98	8	14	36	52	86	6	16	58	80	100	28	36	54	72	90	2	14	34	56	98	6	30	60	72	100	28	44	54	64	96	2	16	36	70	98	28	44	62	78	92	10	20	48	76	100	2	6	26	38	82	2	14	32	56	98	28	40	60	74	90	6	48	64	92	100	28	40	60	74	92	10	22	56	80	100	2	6	26	38	82	6	6	6	6	66	2	24	48	72	98	92	92	92	92	100	2	6	42	70	100	8	16	36	68	94	28	40	58	72	96	8	22	42	70	98	6	48	64	92	100	2	16	40	62	90
3	6	16	62	70	100	8	30	56	74	98	2	24	36	72	96	10	30	58	66	100	2	8	48	68	86	4	24	36	76	98	6	30	56	66	100	2	8	48	74	86	4	24	36	76	98	12	30	60	80	100	6	6	10	46	74	2	24	36	72	96	6	20	58	70	100	2	18	38	52	90	4	22	32	72	96	6	16	66	80	100	10	30	50	60	94	2	22	34	52	96	6	20	58	68	94	10	14	46	80	100	2	24	38	74	96	10	40	50	64	98	4	26	38	70	100	2	8	24	72	92	2	24	36	72	96	10	30	50	64	98	6	14	62	70	100	10	30	50	60	94	4	26	42	76	100	2	8	24	72	92	6	6	20	54	86	2	26	46	74	100	66	66	66	70	88	2	16	36	54	86	4	24	48	78	96	10	30	58	80	100	4	24	38	52	96	6	16	62	70	100	2	30	58	80	98
3	4	10	22	52	88	18	34	62	78	100	2	28	44	66	96	4	12	48	76	98	2	26	40	60	100	18	30	72	84	96	4	22	50	74	100	2	2	28	44	66	18	30	72	84	96	4	12	42	76	98	22	34	54	64	100	2	28	44	72	96	4	20	50	70	98	2	26	44	72	100	30	30	30	94	96	4	12	24	60	88	20	34	58	78	100	2	28	44	66	96	4	14	42	64	98	34	34	62	68	92	2	28	46	74	100	10	32	54	76	100	4	8	40	66	96	2	18	36	60	86	2	28	44	72	96	20	42	62	78	100	4	10	22	52	88	10	32	54	76	100	4	8	40	68	96	2	18	36	60	86	14	22	38	60	86	2	30	54	78	100	4	4	10	24	88	2	14	32	60	100	18	28	44	72	96	10	34	58	76	98	26	32	48	74	100	4	10	22	52	88	2	20	68	78	98
3	4	16	52	74	100	8	24	42	62	94	2	22	50	78	92	4	26	52	72	100	2	14	30	62	98	6	28	46	70	92	4	26	52	74	100	2	2	14	60	82	6	28	46	70	92	4	12	48	72	100	18	24	34	62	98	2	22	50	78	92	4	18	48	72	100	2	22	50	78	94	28	28	28	36	70	4	18	52	74	100	8	24	44	62	94	2	22	50	78	92	4	18	52	72	100	8	16	38	58	84	2	24	50	78	94	4	24	44	62	94	6	26	56	82	100	2	12	28	60	98	2	22	50	78	92	8	24	42	62	94	4	16	52	74	100	4	24	44	62	94	6	26	54	78	100	2	12	28	60	98	12	12	18	34	98	2	24	46	70	94	4	26	54	72	100	2	24	54	76	100	8	14	36	78	84	4	16	42	52	80	6	28	50	78	94	4	16	52	74	100	2	8	42	48	84
3	6	48	58	68	86	4	34	46	78	100	2	16	32	64	98	4	30	56	74	96	2	28	50	64	88	8	16	38	72	100	4	30	56	74	96	2	28	42	60	88	8	16	38	72	100	4	36	48	70	90	6	30	50	68	96	2	16	32	72	100	4	36	56	70	96	2	24	46	72	100	8	10	22	52	94	6	40	58	70	100	4	20	46	74	96	2	16	32	64	98	4	20	58	68	90	30	36	40	56	96	2	18	42	80	100	4	32	44	74	96	8	16	48	60	98	2	22	62	76	100	2	16	32	72	100	4	30	44	70	96	6	48	58	68	86	4	20	46	78	96	8	18	40	60	98	2	22	62	76	100	6	6	50	62	76	2	22	44	74	100	58	58	58	58	86	2	24	48	68	98	8	18	36	78	100	4	30	44	70	96	8	18	34	72	98	6	48	58	68	86	2	36	44	74	100
3	4	14	38	70	98	18	24	54	78	96	2	12	50	64	100	4	22	48	70	98	2	18	52	78	96	8	12	40	62	100	4	24	48	76	98	2	16	50	56	88	8	12	40	62	100	4	20	46	74	98	18	24	58	78	96	2	28	50	64	100	4	22	46	70	98	2	18	52	78	100	28	28	28	42	80	4	16	40	70	98	20	24	54	74	96	2	12	50	64	100	4	26	48	70	98	6	14	30	60	90	2	28	52	78	100	4	24	58	78	98	6	14	42	68	100	2	16	40	52	88	2	28	50	64	100	20	24	54	74	96	4	16	38	70	98	4	24	58	78	98	6	14	42	68	100	2	16	40	52	88	16	16	16	16	44	2	24	50	72	100	4	4	38	76	98	2	26	52	72	100	20	28	46	64	82	4	10	30	60	98	8	28	58	72	100	4	14	38	70	98	2	20	46	56	88
3	6	30	56	70	96	10	22	40	72	100	2	4	48	68	90	6	18	32	62	100	2	36	58	80	98	16	26	38	66	82	6	22	44	72	100	2	4	70	84	96	16	26	38	66	82	6	18	42	70	96	10	24	46	74	100	2	16	48	68	90	6	22	42	64	100	2	26	46	74	98	16	16	48	66	82	6	30	50	70	96	10	18	44	74	100	2	4	48	68	90	8	18	42	70	96	6	24	34	60	100	2	26	48	74	98	8	22	46	76	100	4	16	38	54	90	2	26	56	70	96	2	16	48	68	90	10	22	44	74	100	6	30	56	70	96	8	18	46	76	100	4	16	38	54	90	2	26	56	70	96	20	36	58	78	96	2	22	44	72	100	8	8	50	64	86	2	36	50	74	98	4	26	54	82	94	6	12	24	60	100	4	38	54	80	100	6	30	56	70	96	2	12	22	28	94
3	12	42	60	74	100	6	20	34	58	86	2	10	48	70	94	6	20	44	76	100	2	22	42	64	86	10	18	56	82	94	6	26	46	68	100	2	2	22	62	86	10	18	56	82	94	6	20	50	84	100	8	32	46	66	86	2	10	48	70	94	6	26	50	76	100	2	18	38	56	94	62	62	80	88	92	12	42	64	84	100	6	20	34	54	78	2	10	48	70	94	12	26	60	74	100	6	6	28	30	82	2	22	48	70	94	6	24	36	62	82	10	22	56	84	100	2	16	46	74	92	2	10	48	70	94	6	20	34	54	82	12	32	60	84	100	6	20	30	52	78	10	40	60	82	100	2	16	46	74	92	16	16	46	64	74	2	22	48	78	100	12	12	26	60	84	2	32	50	70	100	6	14	30	80	92	20	20	26	28	82	8	28	52	72	94	12	42	60	74	100	2	4	14	30	86
3	4	16	48	74	90	6	26	40	72	100	2	18	52	64	98	4	16	38	72	96	2	26	44	68	100	10	18	56	70	98	4	26	50	76	100	2	2	40	42	54	10	18	52	70	98	4	16	46	74	96	14	30	44	72	100	2	18	52	64	98	4	16	46	74	96	2	24	44	70	100	12	12	54	62	92	4	22	46	68	90	6	26	36	72	100	2	18	52	70	98	4	16	48	76	96	6	6	32	36	72	2	24	50	70	100	4	26	42	76	100	10	22	52	70	98	2	14	44	68	90	2	18	52	64	98	6	26	36	80	100	4	22	46	68	90	4	20	36	76	100	10	24	52	70	98	2	14	44	68	90	14	14	68	84	90	2	26	44	72	100	4	16	46	60	78	2	24	48	70	100	6	12	54	62	92	4	8	34	72	96	10	26	52	72	100	4	16	48	74	90	2	6	34	44	96
3	6	8	62	70	94	4	34	52	84	100	2	18	30	38	80	4	26	58	82	98	2	16	60	70	100	14	20	32	52	76	4	34	64	84	100	2	2	24	44	80	14	20	32	52	76	4	22	54	76	98	8	40	64	84	100	2	18	30	38	80	4	22	54	74	98	2	24	40	72	100	20	20	20	32	44	6	16	56	66	94	4	34	50	88	100	2	18	30	38	80	4	8	58	66	94	12	34	52	82	98	2	24	38	68	100	4	40	54	82	100	6	24	32	60	94	2	8	16	62	70	2	18	30	38	80	4	34	52	84	100	6	8	62	70	94	4	40	66	86	100	6	24	38	60	94	2	8	16	62	70	8	8	16	62	70	2	26	46	78	100	6	6	58	66	74	2	16	40	72	100	12	24	48	80	98	4	22	52	66	88	18	30	42	80	100	6	8	62	70	94	2	12	48	56	98
3	26	44	62	74	100	6	16	42	66	92	2	4	22	30	96	8	24	50	72	98	2	34	54	76	100	4	6	22	30	88	8	32	52	74	98	2	2	42	54	100	4	6	22	30	88	6	32	52	74	100	8	26	48	66	92	2	4	22	30	96	6	24	50	74	100	2	30	54	76	96	4	4	18	22	70	6	42	58	74	100	8	16	40	66	92	2	4	22	30	96	10	32	52	74	100	6	8	16	50	90	2	22	48	70	96	6	16	48	76	92	4	30	62	72	98	2	2	26	42	100	2	4	22	30	96	6	14	40	76	92	26	42	58	74	100	8	20	48	76	92	4	28	62	74	98	2	2	26	42	100	26	26	26	34	100	2	20	44	70	98	46	46	68	80	94	2	42	62	76	100	4	12	28	50	96	6	14	32	82	90	4	18	48	76	96	26	44	62	74	100	2	12	32	50	88
3	6	20	52	78	98	10	28	46	70	96	2	2	4	12	100	8	32	50	68	98	2	18	46	74	92	4	4	24	84	100	6	32	52	72	98	2	2	12	18	92	4	4	24	84	100	8	24	48	66	98	6	26	46	72	92	2	2	12	84	100	6	26	48	68	98	2	18	46	74	92	100	100	100	100	100	6	18	48	78	98	22	34	50	70	96	2	2	4	12	100	6	32	52	78	98	10	24	34	58	94	2	18	46	74	100	10	30	50	68	96	4	14	48	88	100	2	6	18	84	92	2	2	12	84	100	10	28	46	66	96	6	18	52	78	98	20	36	52	70	96	4	10	28	64	100	2	6	18	84	92	6	6	6	82	86	2	22	46	74	100	8	32	48	60	80	2	16	46	70	98	34	34	58	66	100	10	24	42	72	96	4	26	46	72	100	6	20	52	78	98	2	12	34	66	96
3	14	32	58	78	100	4	10	24	46	98	2	36	62	84	96	4	14	32	66	100	2	26	54	78	88	10	20	48	68	96	4	22	46	70	100	2	16	26	78	88	10	20	48	68	96	4	12	34	76	100	16	24	42	56	80	2	36	60	74	96	4	14	42	76	100	2	24	50	74	96	26	26	36	60	64	10	18	44	76	100	4	6	30	52	98	2	36	62	84	96	4	18	52	76	100	10	10	22	30	90	2	26	50	72	96	4	10	28	46	98	14	48	68	86	100	2	24	44	64	82	2	36	60	74	96	4	8	22	46	98	14	28	54	78	100	4	18	32	52	98	10	26	62	84	100	2	24	44	64	82	42	42	70	78	82	2	20	46	68	98	18	18	32	58	100	2	38	58	76	100	26	36	46	64	88	4	8	22	34	98	20	36	60	74	96	14	32	58	78	100	2	6	12	44	98
3	6	38	50	66	90	4	16	28	60	100	2	30	68	76	96	6	22	42	66	98	2	20	50	64	100	8	24	52	74	96	4	22	44	66	100	2	2	2	50	88	8	24	52	74	96	6	16	32	54	98	4	26	40	64	100	2	30	68	76	96	6	22	42	64	98	2	20	56	76	100	52	52	68	84	96	6	24	44	66	90	4	16	34	60	100	2	30	68	76	96	6	22	44	64	90	12	18	34	54	98	2	26	62	82	100	4	18	32	60	100	6	44	68	76	96	2	38	52	64	90	2	30	68	76	96	4	16	26	54	100	6	38	50	72	90	4	20	36	62	100	6	24	56	74	96	2	38	52	64	90	38	38	50	58	90	2	20	52	76	100	6	6	42	44	80	2	26	56	74	100	12	52	68	86	98	10	16	28	40	92	4	30	56	76	100	6	38	50	66	90	2	12	18	28	98
3	4	18	30	70	100	8	32	48	68	94	2	10	36	76	96	4	16	30	62	92	2	34	50	74	100	10	32	54	72	96	4	22	44	68	100	2	14	40	70	98	10	32	54	72	96	4	22	44	64	98	34	40	50	74	100	2	14	54	76	96	4	22	44	70	100	2	34	50	72	96	10	10	10	10	88	4	28	52	72	100	8	22	44	60	90	2	10	36	76	96	6	24	48	70	100	4	8	38	56	90	2	20	50	74	96	8	24	44	60	90	4	14	54	84	96	2	10	70	76	100	2	14	54	76	96	8	24	48	60	90	4	26	46	86	100	8	22	42	60	90	4	20	52	82	96	2	10	70	76	100	70	70	70	98	100	2	24	48	74	96	6	6	26	62	86	2	34	66	84	100	8	10	16	72	88	4	24	42	58	90	10	20	50	74	96	4	18	30	70	100	2	22	46	60	94
3	4	22	50	68	94	6	16	36	48	100	2	32	70	84	98	4	16	38	62	100	2	34	58	74	90	32	54	66	78	98	4	20	42	62	100	2	2	34	74	86	32	54	66	78	98	4	14	30	62	100	16	34	48	60	92	2	32	70	84	98	4	20	46	68	100	2	32	42	78	98	54	54	54	70	96	4	22	50	68	94	6	16	36	48	100	2	32	70	84	98	4	18	38	60	94	6	16	46	64	100	2	34	66	78	98	4	16	36	52	100	10	30	62	76	98	2	34	58	80	96	2	32	70	84	98	6	16	36	48	100	4	22	50	68	94	4	16	36	52	100	10	30	64	76	98	2	34	58	80	96	58	58	60	80	90	2	24	46	74	100	4	4	44	52	94	2	30	42	68	98	6	8	40	74	100	4	16	50	64	94	16	36	56	78	98	4	22	50	68	94	2	6	20	34	100
3	4	28	50	76	98	8	16	32	66	100	2	26	54	62	90	4	24	38	74	100	2	26	58	70	98	10	18	42	62	90	4	28	50	78	100	2	2	26	60	70	10	18	42	62	90	4	16	32	64	96	12	46	58	78	100	2	26	54	62	90	4	20	40	74	100	2	26	58	68	86	42	42	42	54	90	4	22	46	72	98	8	20	44	74	100	2	26	54	62	90	6	32	50	76	98	4	8	18	36	100	2	26	56	68	90	8	16	32	72	100	4	26	40	62	96	2	46	52	70	98	2	26	54	62	90	8	16	30	66	100	4	36	50	76	98	8	20	58	74	100	4	18	36	60	96	2	46	52	70	98	48	48	52	76	98	2	20	44	74	100	6	6	28	64	92	2	34	56	78	98	8	8	26	54	90	4	18	32	72	100	12	30	58	78	100	4	28	50	76	98	2	10	20	44	84
